HH Income,Home Ownership,Ethnicity,dummy for Children,Year Of Residence,Age range,Language,City,County,weekly fee,Deliveryperiod,Nielsen Prizm,reward program,Source Channel,is_churned
0,0,27,0,4,7,30,45,1,4,18,1,0,47,1
17,1,55,0,1,0,7,18,1,4,14,1,0,9,1
7,0,23,0,13,9,7,18,1,7,0,1,8,46,0
17,1,33,0,6,9,7,53,1,1,0,1,0,37,0
10,0,11,0,1,2,7,9,2,1,18,1,0,37,0
12,0,27,1,16,8,7,9,2,1,18,8,0,37,1
0,0,27,0,1,2,30,1,1,7,20,1,0,10,1
17,0,27,0,30,7,30,45,1,4,18,5,0,47,1
1,1,17,0,4,6,7,17,1,2,18,7,0,37,1
0,0,27,0,8,11,7,3,1,1,18,2,0,37,1
1,0,27,0,24,6,30,45,1,2,18,1,0,37,1
11,0,17,0,30,8,7,53,1,12,0,4,1,14,0
2,1,11,0,1,5,3,53,1,2,18,1,0,37,1
5,1,72,0,3,4,37,53,1,2,20,7,0,9,1
1,1,27,0,2,1,30,17,1,2,18,7,0,37,1
3,0,55,0,5,7,7,3,1,1,18,4,0,37,1
7,0,67,1,23,5,7,18,1,1,0,1,0,37,0
0,0,17,0,19,7,7,51,1,6,0,4,16,46,1
7,1,32,0,1,4,7,53,1,8,20,7,0,29,1
0,1,27,0,10,4,30,40,1,1,18,0,0,37,1
3,0,22,0,32,11,7,17,1,9,0,7,0,14,1
17,1,27,0,1,0,7,22,1,1,18,3,0,37,1
17,1,27,0,7,5,30,45,1,1,18,0,0,37,1
7,0,33,1,20,7,7,41,1,2,18,2,0,37,1
3,0,67,0,16,6,7,18,1,2,18,5,0,37,0
8,0,27,0,9,9,30,54,0,4,18,5,0,46,1
1,1,72,0,2,5,37,45,1,2,18,0,0,37,1
0,1,27,0,2,1,30,45,1,2,20,0,0,46,1
2,0,17,1,15,5,7,22,1,1,18,1,0,37,1
8,0,68,1,5,7,7,22,1,1,18,2,0,37,0
5,0,27,1,20,4,7,1,1,6,20,5,0,9,1
1,1,27,0,8,8,7,45,1,1,0,0,0,37,1
17,0,17,0,30,10,7,45,1,5,0,5,0,14,0
14,0,17,1,19,6,7,51,1,6,20,5,0,18,0
14,0,17,1,19,6,7,51,1,8,0,5,0,49,1
1,1,51,0,6,3,25,53,1,1,18,7,0,37,0
1,1,27,0,1,3,30,53,1,6,18,7,0,9,1
1,1,17,0,3,0,7,53,1,2,18,7,0,9,0
2,1,33,0,1,1,7,20,1,6,0,7,0,9,1
8,1,53,0,5,1,10,26,1,4,18,5,0,14,1
17,1,27,0,9,3,30,45,1,1,18,0,0,47,1
4,0,27,0,12,5,30,45,1,6,20,1,0,9,1
17,0,27,0,23,7,30,45,1,4,0,5,0,9,1
9,0,17,0,7,9,7,53,1,4,0,4,0,37,1
3,0,27,0,2,11,7,23,0,2,18,4,0,37,1
7,0,23,0,36,8,7,17,1,3,18,4,0,39,1
4,0,0,1,12,11,7,39,2,1,18,0,0,37,1
17,0,32,0,40,9,7,45,1,5,0,4,0,14,0
0,1,27,0,9,5,30,45,1,2,18,7,0,37,1
0,1,27,0,9,4,30,32,0,2,18,0,0,9,0
5,0,27,1,21,8,7,17,1,8,0,7,0,18,1
12,0,60,0,38,10,7,22,0,6,14,5,0,46,1
17,1,27,0,7,3,30,17,1,1,18,0,0,37,1
9,0,17,1,28,7,7,45,1,2,18,1,0,37,1
2,0,27,0,5,6,30,17,1,2,18,1,0,37,1
17,0,51,0,8,2,25,45,1,2,18,1,0,37,1
8,0,27,1,24,7,30,45,1,1,18,0,0,37,1
9,0,17,0,4,3,7,41,1,6,0,5,0,14,1
8,0,27,0,20,5,30,41,1,1,18,2,0,37,1
7,0,27,0,38,10,7,41,1,2,18,1,0,37,0
2,0,67,0,11,6,7,53,1,8,0,3,0,9,1
5,0,17,1,20,7,7,1,1,2,18,1,0,27,1
17,1,43,0,3,0,7,45,1,7,20,0,0,9,1
2,0,33,1,18,7,7,53,1,1,18,3,0,37,1
0,0,17,0,37,11,7,51,1,5,0,5,1,14,0
0,0,23,0,16,10,7,51,1,4,3,1,0,6,1
3,1,67,0,24,5,36,53,1,4,0,3,0,9,1
17,1,17,0,1,2,7,11,1,6,18,7,0,27,1
17,1,51,0,3,11,25,28,1,8,0,3,0,46,1
6,0,23,0,35,8,7,43,1,4,0,8,0,9,1
3,0,27,1,11,5,30,17,1,7,20,7,0,9,1
16,0,17,1,17,6,7,37,1,1,18,5,0,37,1
0,0,27,0,27,9,30,45,1,7,20,4,0,46,1
2,0,47,0,9,6,7,45,1,1,18,5,0,37,1
8,0,55,0,30,8,7,45,1,6,0,5,114,46,1
17,1,27,0,10,3,30,45,1,8,0,0,0,46,1
17,1,27,0,11,4,30,18,1,2,18,0,0,37,1
17,1,27,0,10,4,30,18,1,2,20,0,0,37,1
17,0,54,1,16,6,7,18,1,1,18,0,0,37,1
0,1,72,0,4,1,37,51,1,6,0,0,0,9,1
17,1,27,0,2,1,30,51,1,6,3,7,0,9,1
17,1,27,0,3,6,7,51,1,4,20,0,0,9,1
6,0,23,0,9,2,7,23,0,4,12,4,0,46,1
14,0,17,0,5,8,7,45,1,8,0,5,0,46,1
17,1,72,0,3,11,37,46,1,2,18,3,0,37,1
0,0,23,0,38,11,7,1,1,8,0,1,0,18,0
0,0,35,0,35,11,7,23,0,4,18,4,0,14,1
17,0,67,0,16,6,36,18,1,1,18,4,0,37,1
6,0,32,0,49,11,7,23,0,4,0,1,0,14,1
0,1,27,0,12,4,30,53,1,6,20,0,0,9,1
9,0,55,0,2,9,7,53,1,7,12,5,0,14,1
3,1,15,1,5,5,7,23,0,4,20,4,0,9,1
6,0,32,0,1,1,7,51,1,7,14,8,0,14,1
17,0,67,0,24,7,7,53,1,8,0,3,0,46,1
4,0,17,0,15,7,7,54,0,1,18,5,0,37,1
8,0,27,1,25,5,30,45,1,6,18,7,0,46,1
4,1,33,0,1,2,7,37,1,6,14,7,0,46,1
4,1,51,0,1,4,25,37,1,4,18,7,0,9,1
6,1,72,0,16,9,37,37,1,3,0,7,0,18,1
3,1,33,0,4,2,17,37,1,4,18,7,0,9,1
8,0,17,0,47,7,7,45,1,7,0,1,0,14,1
2,1,27,0,4,11,30,20,1,6,0,4,0,46,0
10,0,17,0,3,3,7,9,2,1,18,8,0,37,0
4,0,43,0,7,3,7,1,1,6,7,5,0,14,1
0,1,27,0,8,0,30,45,1,9,0,0,0,47,1
1,1,27,0,9,6,30,45,1,4,18,0,0,37,1
1,1,27,0,5,5,7,54,0,2,18,7,0,9,1
9,0,17,1,10,4,7,51,1,8,0,2,0,44,1
17,1,27,0,1,1,30,53,1,6,18,0,0,46,1
12,0,17,1,10,6,7,9,2,2,0,2,0,37,1
9,0,67,0,22,8,36,53,1,2,18,1,0,37,0
4,0,27,0,1,3,30,45,1,7,20,5,0,9,0
1,0,23,0,29,10,7,17,1,6,18,1,0,43,0
4,1,67,0,9,3,36,53,1,8,0,4,0,14,1
17,1,68,0,4,11,7,53,1,6,18,4,0,29,1
5,0,68,0,16,11,7,18,1,10,0,5,4,27,0
2,0,33,0,13,7,7,20,1,3,18,4,0,47,1
10,0,27,1,26,5,30,18,1,11,0,1,0,46,1
5,0,67,1,24,2,7,53,1,8,0,1,0,14,1
14,0,11,1,25,7,7,51,1,1,20,2,0,6,1
3,1,67,0,3,3,36,53,1,1,18,4,0,37,1
8,0,27,1,15,7,30,51,1,4,20,2,0,9,1
4,0,67,0,17,6,36,18,1,7,0,4,0,46,1
10,0,35,1,11,7,14,51,1,2,18,7,0,37,1
6,1,32,0,8,7,7,51,1,8,0,7,4,14,0
2,0,67,0,1,1,36,53,1,8,0,5,0,44,1
9,0,25,0,10,6,7,51,1,5,0,2,7,29,0
2,1,27,0,2,4,7,51,1,8,0,7,0,14,1
0,1,17,0,7,8,7,37,1,4,18,4,0,14,1
8,0,27,1,2,3,7,22,1,2,18,5,0,37,1
6,0,17,1,6,1,7,40,1,1,18,1,0,37,1
3,1,27,0,3,2,30,51,1,2,18,7,0,37,1
1,0,17,0,3,3,7,53,1,8,0,4,0,14,1
6,0,72,0,37,10,37,51,1,1,18,4,0,37,1
4,0,51,1,20,6,7,23,0,4,18,5,0,44,1
12,0,38,0,2,4,20,8,3,3,0,8,0,18,1
2,0,17,0,17,11,7,40,1,6,0,5,0,14,1
5,0,23,1,20,5,7,22,1,1,18,1,0,37,1
17,0,27,0,13,6,30,45,1,6,18,7,0,27,1
17,0,27,0,9,6,30,45,1,1,18,1,0,37,0
5,0,68,0,48,10,7,23,0,8,0,4,0,46,0
5,0,55,0,6,11,7,51,1,10,0,5,0,14,1
6,0,72,1,45,11,37,20,1,9,2,5,0,46,1
15,0,17,1,22,6,7,51,1,13,0,2,0,14,1
10,0,68,0,21,10,7,51,1,4,18,8,9,27,1
10,0,55,1,42,9,7,40,1,3,18,5,0,18,0
17,1,55,0,5,8,7,46,1,9,2,3,0,14,1
2,0,35,0,3,11,7,51,1,6,18,5,0,14,1
17,1,68,0,3,8,7,46,1,6,7,3,0,14,1
17,0,32,0,6,9,7,46,1,11,0,3,0,29,1
6,0,47,1,37,10,7,45,1,8,0,1,0,14,0
4,0,27,0,6,4,7,17,1,6,20,1,0,46,1
0,0,72,0,48,11,37,17,1,6,18,1,0,9,1
5,0,32,0,15,8,7,41,1,4,0,8,0,14,1
0,0,35,0,14,11,7,53,1,12,0,4,0,48,0
17,0,67,0,24,7,36,18,1,2,18,4,0,37,1
4,0,32,0,5,5,7,41,1,6,3,8,0,46,1
1,0,17,0,5,3,7,40,1,2,18,2,0,15,0
3,0,4,0,22,8,7,53,1,10,0,5,0,18,0
10,0,27,1,5,6,30,9,2,2,18,2,0,37,1
9,0,47,0,5,3,7,23,0,8,0,1,0,46,1
12,0,17,0,28,10,7,22,0,5,0,5,2,14,1
3,0,17,0,32,11,7,53,1,4,0,4,4,43,0
14,0,22,0,2,1,7,41,1,2,18,8,0,37,1
4,1,27,0,6,1,30,45,1,1,18,0,0,37,1
8,0,72,0,22,7,37,41,1,4,18,8,22,48,0
7,0,67,0,5,7,7,20,1,2,20,1,0,37,0
2,1,27,1,18,5,30,40,1,1,18,7,0,37,1
4,0,11,1,8,5,3,1,1,4,18,5,0,44,1
6,0,17,0,20,7,7,46,1,2,18,5,0,37,1
2,0,34,0,17,7,7,35,1,2,18,4,0,37,1
0,0,33,0,1,1,7,17,1,1,18,4,0,14,1
7,1,27,0,1,5,7,40,1,6,20,0,0,9,1
10,0,55,1,16,3,7,40,1,8,0,6,0,29,1
9,1,72,1,8,6,37,9,2,3,18,7,0,9,1
9,0,27,1,10,6,30,22,1,3,18,1,0,47,1
9,1,17,0,1,3,7,21,1,1,18,4,0,37,1
17,1,27,0,2,0,30,32,0,4,20,4,0,9,1
15,0,72,1,43,10,37,34,1,5,0,5,0,14,0
1,1,20,0,1,2,7,54,0,1,18,5,0,37,1
9,0,67,0,22,7,7,51,1,8,0,7,0,9,1
2,0,17,1,29,7,7,18,1,1,0,7,0,37,1
0,0,67,0,7,4,7,34,1,1,18,1,0,37,1
5,0,55,1,5,4,7,23,0,1,18,5,0,37,1
17,1,67,0,2,0,36,34,1,2,20,1,0,37,0
10,0,72,0,7,4,37,21,1,4,0,5,0,29,1
2,0,34,1,6,2,7,23,0,2,18,5,0,37,1
1,1,27,0,12,7,30,32,0,2,18,0,0,9,0
4,0,67,0,10,6,36,53,1,1,20,1,0,6,1
2,0,27,0,31,8,30,23,0,1,18,5,0,37,0
8,0,17,0,9,10,7,23,0,8,0,5,0,14,1
3,1,33,0,5,11,7,37,1,8,2,3,0,44,1
1,1,34,0,1,3,7,1,1,6,20,5,0,44,1
5,0,22,1,17,5,7,17,1,1,0,1,0,37,0
10,0,27,0,30,10,30,21,1,5,0,5,0,46,0
2,0,68,0,7,9,7,34,1,2,18,1,0,27,0
8,0,27,0,13,6,30,51,1,8,20,5,0,37,1
9,0,23,0,45,6,7,39,2,1,18,1,0,37,1
5,0,33,0,16,7,7,41,1,2,18,1,0,37,1
12,0,6,1,19,6,7,9,2,2,18,1,0,37,1
5,0,11,0,5,1,7,20,1,2,18,4,0,37,1
8,0,37,0,2,3,19,51,1,1,18,4,0,37,1
5,0,55,1,36,6,7,20,1,6,7,5,0,35,1
10,0,17,0,13,3,7,9,2,2,18,1,0,37,1
8,0,23,0,41,9,7,21,1,6,18,5,0,14,1
11,0,72,0,15,7,37,43,1,1,18,4,0,37,1
5,0,17,0,1,1,7,21,1,2,18,1,0,37,1
6,0,17,0,42,11,7,43,1,10,0,5,0,14,0
2,1,23,0,1,3,7,43,1,3,18,8,0,29,1
17,1,23,0,1,1,7,17,1,4,0,0,0,47,1
8,0,27,0,2,7,7,43,1,6,10,5,0,46,1
8,0,27,0,7,2,30,9,2,8,3,8,0,46,1
6,0,27,1,9,4,30,22,1,1,18,0,0,37,1
5,0,38,0,4,7,20,17,1,1,18,1,0,37,1
0,0,67,0,7,10,36,53,1,1,18,5,0,37,1
17,1,55,0,4,11,7,46,1,11,0,3,0,14,1
9,0,22,0,24,8,7,41,1,1,18,8,0,37,1
17,0,67,0,19,9,36,53,1,3,20,1,0,44,1
7,0,33,0,20,8,7,21,1,2,18,5,0,37,1
8,0,55,1,7,8,7,54,0,4,18,7,0,29,1
1,0,17,0,49,9,7,23,0,6,7,5,0,14,1
2,0,27,0,18,8,30,1,1,6,20,1,0,9,1
10,0,17,0,19,6,7,53,1,4,14,1,0,46,1
8,0,17,1,1,3,7,51,1,2,18,2,52,27,0
8,0,67,1,14,4,36,18,1,1,18,1,0,37,1
10,0,17,0,30,9,7,51,1,4,18,1,0,21,1
4,0,22,1,8,6,7,23,0,3,18,1,0,47,1
9,0,50,0,35,11,7,21,1,10,0,5,0,46,0
5,0,27,0,7,10,30,23,0,1,18,4,0,37,1
4,1,27,0,6,8,30,51,1,2,18,1,0,37,1
17,1,27,0,1,3,7,1,1,6,20,0,0,9,1
17,1,27,0,6,8,7,1,1,3,0,0,0,47,1
2,1,27,0,3,4,30,51,1,2,20,0,0,44,1
5,0,17,0,7,6,7,21,1,6,18,5,0,29,1
16,0,14,1,15,5,7,39,2,1,18,2,0,37,1
4,0,27,0,15,7,30,1,1,2,18,5,0,9,0
10,0,38,0,23,7,7,17,1,2,20,5,0,46,1
7,0,33,0,23,9,7,1,1,11,0,1,0,48,1
4,0,32,1,14,5,7,51,1,2,18,5,0,37,0
1,0,67,0,15,5,7,53,1,4,0,5,0,46,1
1,0,27,0,41,10,30,34,1,4,0,5,0,14,0
6,0,27,0,2,3,7,21,1,7,20,4,0,10,1
9,0,20,0,6,8,7,41,1,2,18,5,0,37,1
8,0,72,0,1,9,37,40,1,8,0,4,0,18,1
14,0,35,0,18,7,7,51,1,12,0,4,0,14,0
10,0,27,0,38,10,30,21,1,7,0,5,0,14,0
1,0,22,0,6,8,7,53,1,6,20,1,0,9,1
17,1,32,0,1,7,7,29,1,4,19,4,0,6,1
17,1,15,0,2,0,7,21,1,6,20,7,0,9,1
17,1,15,0,2,0,7,21,1,6,0,7,0,9,1
2,0,23,0,7,4,7,51,1,8,0,4,0,14,1
0,1,27,0,3,11,30,1,1,4,0,7,0,47,1
7,0,27,0,3,2,30,42,1,6,20,8,0,9,1
5,0,32,0,24,8,7,23,0,2,18,5,0,37,1
8,0,67,1,6,6,7,51,1,4,18,7,0,29,1
8,0,55,0,11,5,7,21,1,8,0,7,0,29,1
15,0,55,0,38,11,7,51,1,4,18,5,0,44,1
5,0,15,0,16,11,7,21,1,4,20,4,0,9,1
8,0,68,1,12,5,7,23,0,6,18,5,0,27,1
5,0,27,0,5,6,7,23,0,6,14,5,0,46,1
12,0,17,1,16,8,7,17,1,4,0,4,0,9,1
7,0,23,0,1,8,7,21,1,4,18,4,0,46,1
7,0,55,0,30,7,7,54,0,2,18,1,0,27,0
8,0,67,1,20,6,7,41,1,1,0,1,0,18,1
14,0,32,0,39,11,7,40,1,2,18,5,0,37,0
5,0,55,0,35,8,7,17,1,5,0,4,0,14,0
5,0,33,0,4,3,7,17,1,1,0,1,0,37,0
0,0,68,0,1,5,7,34,1,2,18,5,0,37,0
0,0,55,0,54,11,7,53,1,5,0,4,0,14,0
17,0,67,0,5,3,36,53,1,1,18,1,0,37,1
3,0,20,0,4,4,7,51,1,4,18,1,0,27,1
3,0,55,0,48,11,7,23,0,8,0,5,0,14,0
0,0,29,0,7,4,7,51,1,4,20,1,0,9,1
10,0,15,0,23,7,7,8,3,6,3,8,0,14,1
8,0,17,1,21,6,7,23,0,1,18,5,0,37,1
10,0,27,1,5,4,7,23,0,9,2,5,0,14,1
17,1,27,0,2,1,7,32,0,2,18,0,0,37,1
7,0,17,0,4,4,7,17,1,1,18,1,0,37,1
17,1,27,0,1,8,30,34,1,6,0,5,0,46,1
2,1,27,0,2,0,30,51,1,3,0,0,0,6,1
14,0,72,0,9,6,37,9,2,1,18,2,0,37,1
6,0,27,0,4,3,30,9,2,4,20,7,0,6,1
3,1,17,0,7,4,7,17,1,8,0,3,0,9,1
14,0,11,1,6,5,3,51,1,1,18,2,0,37,1
10,0,33,0,18,7,7,51,1,4,0,5,0,39,0
9,0,17,0,9,5,7,54,0,2,18,5,0,37,1
1,1,27,0,1,4,30,40,1,8,0,0,0,14,1
9,0,33,1,6,4,7,21,1,2,18,5,0,37,1
7,0,22,1,23,2,7,51,1,11,0,5,0,29,1
8,0,23,0,36,9,7,23,0,3,18,5,0,14,1
7,0,27,1,12,4,30,51,1,2,18,7,0,37,1
9,0,55,1,34,8,7,8,3,2,18,1,0,9,0
4,0,55,1,1,2,7,51,1,4,20,8,0,6,1
10,0,67,0,9,3,36,51,1,2,18,7,0,37,1
4,0,34,0,46,11,18,23,0,8,0,4,0,48,1
8,0,51,0,13,2,25,23,0,4,20,5,0,9,1
1,0,27,1,7,2,7,9,2,8,0,0,0,46,1
0,1,17,0,5,4,7,40,1,1,18,8,0,37,1
8,0,72,0,16,8,37,51,1,1,0,7,15,18,1
8,0,17,0,1,4,7,51,1,1,18,7,0,37,1
0,0,23,0,23,7,7,34,1,9,20,5,0,29,0
10,0,23,1,24,5,7,8,3,2,18,1,0,37,0
0,0,17,0,7,9,7,40,1,6,0,4,0,48,1
17,1,27,1,28,5,7,1,1,8,0,3,0,9,1
7,0,27,0,20,7,7,23,0,5,0,4,0,46,1
2,1,22,1,8,1,7,51,1,8,0,1,0,14,1
5,0,27,0,45,11,7,23,0,6,7,5,0,14,1
2,0,27,0,9,11,7,54,0,1,18,5,0,37,1
5,1,23,0,4,4,7,37,1,4,18,7,0,9,1
13,0,27,1,23,6,30,8,3,6,7,8,0,18,1
9,0,72,0,36,9,37,8,3,8,0,1,0,46,0
2,0,67,1,7,4,36,53,1,2,18,4,0,37,1
2,0,67,0,8,3,36,53,1,2,18,1,0,47,1
4,1,27,0,1,3,30,23,0,1,18,5,0,37,0
8,0,17,1,9,7,7,23,0,3,20,5,0,18,1
12,0,72,1,16,5,37,8,3,8,0,1,0,9,1
11,0,33,0,32,8,7,40,1,5,0,5,2,14,0
2,0,72,0,8,5,37,23,0,6,20,4,0,46,1
6,0,67,0,5,2,7,21,1,12,18,5,0,27,0
6,0,17,0,4,3,7,51,1,6,0,5,0,27,1
8,0,55,0,42,10,7,51,1,11,0,5,0,29,0
10,0,17,1,15,4,7,51,1,4,20,5,0,9,1
5,0,38,1,13,5,7,51,1,1,18,7,0,37,1
2,0,22,1,6,2,7,17,1,1,0,1,0,37,0
2,0,22,0,1,5,7,17,1,8,0,1,0,46,1
9,0,15,0,41,10,7,23,0,5,0,5,5,14,0
2,0,27,0,8,3,7,51,1,7,20,5,0,39,1
8,0,17,0,11,8,7,21,1,9,3,5,0,48,1
17,1,17,0,1,8,7,21,1,6,0,4,0,0,1
17,0,60,0,13,9,7,21,1,4,20,4,0,46,1
11,1,27,0,7,5,7,54,0,1,18,4,0,37,1
10,0,67,1,2,3,7,9,2,6,0,2,0,0,1
1,0,27,0,23,11,30,23,0,3,0,5,0,9,1
5,0,72,0,3,2,37,23,0,1,18,1,0,37,1
7,0,72,0,21,7,37,20,1,6,7,5,0,35,1
8,0,5,0,2,11,7,21,1,6,20,5,0,18,1
5,0,23,0,2,8,7,20,1,13,0,4,0,14,1
14,0,32,1,17,4,7,51,1,4,18,5,0,47,1
7,0,67,0,31,6,7,21,1,6,20,5,0,44,1
10,0,11,0,11,8,3,51,1,1,18,2,0,37,1
9,0,55,0,14,7,7,3,1,2,20,8,0,27,0
17,1,25,0,1,4,7,11,1,2,20,7,0,9,1
2,0,27,0,20,7,30,40,1,6,3,5,0,9,1
1,1,55,0,1,6,7,51,1,2,20,7,0,9,1
9,0,72,0,16,5,37,51,1,6,3,7,0,18,1
4,0,55,0,9,10,7,23,0,6,7,4,0,14,1
0,0,17,0,7,6,7,34,1,6,20,4,0,9,1
7,0,17,1,7,6,7,20,1,3,18,5,0,21,0
1,0,27,0,9,11,30,54,0,2,18,5,0,43,1
6,0,17,0,4,3,7,23,0,1,18,4,0,37,1
7,0,17,1,12,6,7,23,0,7,18,4,0,14,0
17,1,38,1,3,10,20,46,1,4,2,4,0,14,1
4,0,17,0,42,8,7,23,0,7,12,7,0,14,1
4,0,0,0,41,11,7,34,1,6,7,4,0,18,1
14,0,17,0,37,9,7,21,1,9,0,5,0,14,1
8,0,23,1,21,8,7,20,1,7,18,5,0,46,0
8,0,0,0,5,1,7,8,3,2,18,8,0,37,1
9,0,17,1,7,8,7,8,3,6,0,1,0,9,1
7,0,17,0,1,1,7,21,1,1,18,5,0,37,1
2,0,60,0,5,9,7,21,1,2,18,5,0,47,1
6,0,38,0,3,7,20,23,0,2,20,5,0,37,1
0,1,27,0,2,4,30,32,0,2,0,0,0,9,0
5,0,67,0,21,7,36,53,1,6,20,4,0,46,1
11,0,33,1,22,6,7,43,1,2,18,5,0,46,1
8,0,35,0,23,8,7,21,1,1,18,4,0,37,1
10,0,15,0,1,3,7,43,1,6,20,2,0,9,1
10,0,17,0,22,7,7,0,1,4,0,5,0,29,1
8,0,38,0,6,8,20,0,1,2,18,5,0,37,1
15,0,35,0,9,6,7,50,1,2,18,2,0,27,0
17,0,49,0,19,8,8,42,1,3,0,4,0,46,1
12,0,17,1,17,6,7,42,1,3,18,2,0,37,1
14,0,27,1,13,5,7,0,1,4,18,2,0,39,1
3,0,25,1,23,6,7,53,1,2,18,1,0,37,1
11,0,33,0,6,4,17,42,1,8,0,2,0,25,0
16,0,72,1,7,5,37,37,1,2,18,8,0,37,1
8,0,68,0,20,8,7,21,1,10,14,5,0,14,1
14,0,7,1,13,5,7,25,1,1,18,2,0,37,1
8,0,27,0,2,4,7,27,1,2,20,4,0,37,0
10,0,33,0,5,8,7,50,1,4,0,5,0,6,1
8,0,49,0,21,7,8,28,1,4,0,5,0,29,1
16,0,29,1,10,5,7,37,1,8,0,8,0,14,1
14,0,32,1,9,5,7,25,1,2,20,1,0,46,0
8,0,55,0,16,10,7,38,1,6,18,8,0,46,1
8,1,17,0,1,5,7,15,1,2,18,2,26,46,0
6,0,33,0,14,10,7,21,1,5,0,8,0,44,1
14,0,72,0,11,5,37,50,1,6,3,2,0,18,1
16,0,17,0,26,6,7,21,1,7,20,5,0,10,1
11,0,17,0,9,7,7,42,1,6,20,5,0,47,1
12,0,32,1,18,7,7,28,1,7,18,5,0,47,1
12,0,72,0,25,7,37,0,1,4,0,8,0,14,1
14,0,23,1,1,6,7,38,1,10,0,8,4,27,0
14,0,11,0,5,2,7,21,1,2,18,5,0,37,1
0,1,55,0,7,11,7,29,1,8,0,3,1,14,1
15,0,32,1,23,7,7,28,1,3,20,5,0,27,1
12,0,68,1,7,5,7,50,1,9,20,2,0,14,1
10,0,11,0,3,2,7,21,1,6,18,5,0,18,1
11,0,27,0,14,11,30,41,1,1,18,4,0,37,1
5,1,17,0,2,4,7,28,1,4,19,8,0,46,1
14,0,72,0,9,8,37,41,1,4,18,2,0,14,0
4,1,33,0,2,3,7,11,1,1,18,7,0,37,1
4,1,33,0,2,3,7,11,1,4,0,7,0,6,1
3,0,17,1,34,7,7,22,1,7,12,4,0,14,1
17,1,27,0,7,7,7,1,1,4,14,0,0,9,1
6,1,17,0,9,6,7,38,1,4,0,8,0,6,1
17,1,68,0,5,0,7,22,1,2,0,3,0,29,1
9,1,55,1,8,1,7,22,1,4,18,7,0,27,1
9,0,55,0,34,11,7,17,1,10,0,2,0,18,0
5,0,11,0,6,9,3,22,1,1,18,8,0,37,1
11,1,55,0,22,7,7,22,1,8,0,7,0,46,1
8,0,55,1,20,7,7,3,1,6,18,1,0,46,1
17,1,27,0,1,0,30,45,1,3,0,0,0,18,1
4,1,51,1,6,8,25,45,1,8,0,0,0,47,1
4,0,55,1,11,5,7,32,0,6,18,1,0,29,1
17,0,72,0,23,11,37,45,1,2,20,3,0,27,0
0,0,72,0,18,4,37,45,1,2,18,4,0,37,0
17,0,27,0,13,4,30,45,1,6,20,4,0,9,1
17,0,67,0,20,6,36,53,1,1,18,4,0,37,1
2,0,17,0,18,7,7,17,1,1,0,5,1,37,0
11,1,4,0,2,6,7,22,1,4,20,7,0,47,1
2,0,72,1,31,7,37,17,1,9,0,1,14,14,0
8,0,27,1,10,4,30,17,1,8,14,1,0,44,1
8,0,68,0,29,11,7,41,1,5,0,5,1,18,0
11,0,33,0,15,7,7,17,1,8,0,5,1,46,0
4,0,27,0,33,9,7,17,1,6,0,1,0,9,0
8,0,17,0,9,9,7,54,0,3,0,4,0,46,1
4,1,33,0,8,5,7,43,1,1,0,7,0,37,0
17,0,27,0,5,7,30,1,1,2,18,1,0,9,0
17,1,17,0,3,11,7,46,1,8,0,3,0,14,0
1,1,17,0,1,0,7,37,1,2,0,7,0,37,1
0,0,27,1,13,4,7,45,1,4,18,1,0,47,1
10,1,27,0,5,7,7,21,1,4,10,5,0,46,1
7,0,23,1,12,5,7,23,0,6,20,5,0,14,1
10,0,67,0,16,3,36,18,1,7,20,1,0,10,0
4,0,11,0,23,6,7,23,0,8,0,0,0,18,1
5,0,17,0,10,6,7,40,1,7,20,4,0,6,1
8,0,72,0,32,8,37,20,1,2,20,5,21,46,0
3,0,72,0,5,7,37,54,0,9,2,7,0,14,1
11,0,55,0,43,11,7,26,1,5,0,5,0,14,0
2,0,27,1,13,8,30,1,1,1,20,7,0,6,1
4,0,27,1,8,2,7,1,1,8,0,1,0,9,1
7,0,32,0,40,10,7,54,0,4,0,5,0,14,1
0,0,27,0,3,0,30,1,1,4,10,4,0,9,1
11,0,54,1,23,6,7,54,0,6,0,5,0,39,1
0,1,6,0,8,10,7,54,0,2,0,7,0,6,1
9,0,27,0,22,8,30,1,1,7,0,7,0,18,0
17,1,27,0,18,6,30,45,1,4,20,0,0,47,1
14,0,55,0,16,8,7,17,1,4,18,2,0,37,1
5,0,27,1,19,6,30,1,1,2,18,1,0,37,1
13,0,27,1,7,5,30,23,0,1,18,2,0,37,1
7,0,23,0,38,7,7,20,1,1,18,4,0,37,1
15,0,17,0,20,8,7,37,1,7,0,5,0,14,1
3,0,27,0,37,11,7,3,1,2,20,4,0,37,1
4,0,11,0,18,7,7,17,1,6,20,8,0,29,1
9,0,17,0,12,7,7,8,3,7,0,8,0,46,1
12,0,17,1,20,7,7,43,1,2,18,8,2,14,0
7,0,23,0,4,2,7,42,1,1,18,8,0,37,1
17,1,27,0,1,8,30,1,1,2,20,0,0,37,1
8,0,27,0,23,6,30,45,1,1,18,5,0,37,1
4,0,27,0,24,7,30,45,1,6,0,7,0,46,1
5,0,27,0,17,8,30,45,1,1,18,5,0,37,1
8,0,27,1,7,4,7,54,0,2,18,1,0,37,1
2,1,4,0,4,3,7,1,1,4,18,5,0,44,1
8,0,27,0,15,11,7,53,1,4,0,3,0,26,1
