HH Income,Home Ownership,Ethnicity,dummy for Children,Year Of Residence,Age range,Language,City,County,weekly fee,Deliveryperiod,Nielsen Prizm,reward program,Source Channel,is_churned
11,0,17,0,29,11,7,20,1,7,0,5,0,46,0
0,1,17,1,6,3,7,40,1,1,18,7,0,37,0
10,0,17,0,4,2,7,9,2,1,18,1,0,37,0
8,0,23,0,32,11,7,29,1,5,0,4,0,14,0
1,0,17,0,37,11,7,20,1,5,0,5,0,14,0
14,0,17,0,24,10,7,41,1,5,0,5,3,48,0
8,0,17,1,4,7,7,28,1,2,18,5,0,37,0
10,0,17,1,16,8,7,43,1,5,0,2,8,14,0
4,0,27,1,19,3,30,1,1,2,18,1,0,37,0
9,0,17,0,37,9,7,40,1,7,0,5,72,14,0
11,0,23,0,15,4,7,35,1,7,20,2,0,30,0
10,0,23,0,31,11,7,1,1,5,0,5,0,14,0
0,1,17,0,3,9,7,43,1,2,18,4,0,37,0
9,0,17,0,7,6,7,50,1,7,18,8,0,46,0
14,0,17,0,30,7,7,52,1,5,0,5,5,48,0
5,0,17,0,5,8,7,45,1,8,0,1,2,14,0
12,0,17,0,38,11,7,1,1,6,0,1,0,14,0
7,0,33,1,15,6,7,12,1,2,18,5,0,37,0
2,0,23,0,40,11,7,1,1,5,0,4,0,14,0
17,1,27,0,4,3,30,1,1,7,20,0,0,10,0
1,0,23,0,41,11,7,12,1,5,18,5,0,14,0
8,0,27,0,15,5,30,18,1,2,18,1,0,37,0
8,0,55,0,53,11,7,22,1,5,0,4,0,14,0
1,0,27,0,4,5,30,18,1,2,18,5,0,37,0
6,0,72,1,14,4,37,33,1,1,18,4,0,37,0
17,1,27,0,3,0,7,20,1,2,18,0,0,37,0
1,1,27,0,6,2,7,45,1,2,18,0,0,37,0
16,0,35,0,18,6,7,50,1,2,18,2,0,37,0
12,0,17,0,12,8,7,40,1,8,0,5,25,21,0
8,0,17,1,15,7,7,48,1,1,18,4,0,37,0
9,0,17,0,7,7,7,26,1,12,20,5,0,14,0
1,0,27,1,7,4,30,1,1,2,18,0,0,37,0
0,0,17,0,3,6,7,21,1,12,20,5,0,14,0
7,0,17,0,38,9,7,41,1,11,0,4,0,14,0
1,1,27,0,13,2,7,32,0,1,18,7,0,37,0
10,0,17,0,27,7,7,45,1,2,18,1,0,37,0
8,0,17,0,35,11,7,20,1,10,0,1,0,14,0
8,0,17,0,17,7,7,11,1,2,18,1,7,37,0
0,0,27,1,17,7,30,1,1,2,18,1,0,37,0
3,0,27,0,12,7,7,1,1,2,18,5,0,37,0
17,1,27,1,2,6,30,1,1,1,18,0,0,37,0
9,0,68,0,30,8,7,43,1,8,0,5,10,46,0
6,0,27,0,17,10,7,45,1,2,18,4,0,37,0
14,0,17,0,21,7,7,35,1,8,20,5,0,14,0
8,0,22,1,22,7,7,17,1,8,0,5,0,14,0
8,0,22,1,13,7,7,40,1,2,18,5,0,37,0
14,0,17,0,37,11,7,51,1,9,0,4,7,46,0
7,0,17,0,37,9,7,40,1,5,0,4,72,14,0
11,0,35,0,8,6,7,20,1,2,18,8,0,27,0
2,0,23,1,37,7,7,45,1,8,0,1,0,14,0
7,0,23,0,30,10,7,32,0,2,18,5,0,37,0
14,0,32,0,26,11,7,43,1,2,18,2,0,37,0
4,0,33,0,12,7,7,20,1,1,18,4,0,37,0
17,1,27,0,3,0,30,1,1,1,18,0,0,37,0
2,0,23,0,42,11,7,1,1,5,0,4,5,14,0
10,0,17,0,4,6,7,21,1,2,18,5,0,14,0
5,0,32,0,12,10,7,16,1,11,0,4,0,14,0
1,0,27,0,17,3,7,9,1,7,20,4,0,10,0
8,0,34,0,45,11,7,20,1,5,0,5,0,14,0
0,0,27,1,8,6,7,45,1,2,18,4,0,37,0
3,0,27,0,15,5,7,18,1,2,18,7,0,9,0
8,0,17,1,17,6,7,46,1,7,18,5,0,14,0
6,0,6,0,9,6,7,42,1,2,18,8,0,27,0
8,0,17,1,7,8,7,35,1,5,0,5,0,14,0
11,0,17,0,35,8,7,17,1,5,0,5,0,14,0
10,0,17,1,17,5,7,55,1,1,0,1,0,37,0
8,0,17,0,30,11,7,44,1,8,0,5,1,14,0
17,0,27,0,10,4,7,45,1,2,18,1,0,37,0
3,1,27,0,7,5,30,45,1,1,0,0,0,37,0
17,0,27,1,15,5,7,1,1,2,18,1,0,37,0
1,1,27,1,8,2,7,17,1,1,0,1,0,37,0
1,1,27,0,6,2,7,45,1,2,18,0,0,37,0
9,0,17,0,4,3,7,1,1,2,18,7,0,37,0
14,0,68,1,25,9,7,40,1,9,20,5,0,46,0
5,1,23,0,12,11,7,29,1,10,0,4,0,14,0
0,0,32,0,8,9,7,43,1,7,0,8,0,43,0
17,0,27,0,7,0,30,45,1,2,18,4,0,37,0
16,0,27,0,19,6,7,21,1,2,18,5,0,37,0
9,0,17,0,24,8,7,28,1,5,0,5,4,14,0
9,0,23,0,21,9,7,21,1,5,0,5,0,14,0
17,1,27,0,1,1,7,45,1,2,18,0,0,37,0
8,0,67,0,30,7,7,53,1,1,18,1,0,37,0
9,0,27,0,20,7,7,21,1,8,20,5,0,14,0
8,0,17,0,22,8,7,20,1,7,20,5,0,27,0
12,0,27,0,13,7,30,55,1,2,18,2,0,37,0
8,0,55,0,38,10,7,40,1,7,18,4,0,14,0
8,0,33,0,4,5,7,20,1,2,18,5,0,37,0
11,0,17,0,4,9,7,21,1,6,18,5,0,14,0
8,0,67,0,13,5,7,45,1,5,0,8,0,18,0
17,1,22,0,1,11,7,45,1,2,0,7,33,27,0
9,0,72,0,37,11,37,20,1,11,18,5,0,14,0
17,0,27,0,20,11,30,1,1,2,20,1,0,9,0
9,0,72,0,19,11,37,40,1,5,0,8,0,48,0
11,0,17,0,11,6,7,44,1,9,20,1,0,9,0
15,0,33,1,16,6,7,12,1,2,18,5,0,37,0
17,1,33,0,1,5,7,45,1,1,0,7,0,14,0
5,0,23,0,43,11,7,17,1,4,18,4,0,48,0
12,0,17,0,17,7,7,35,1,8,20,5,0,14,0
9,0,17,0,43,11,7,17,1,5,0,2,0,14,0
9,0,17,0,17,8,7,28,1,6,0,5,0,14,0
3,1,72,0,3,1,37,17,1,1,18,7,0,37,0
14,0,72,0,46,11,37,21,1,5,0,5,0,14,0
2,1,27,1,3,2,30,20,1,1,18,4,0,37,0
12,0,17,0,28,11,7,16,1,5,0,4,0,14,0
17,1,27,0,12,4,7,1,1,1,18,0,0,37,0
1,0,17,0,44,11,7,45,1,7,18,4,0,14,0
1,0,27,1,17,4,30,45,1,2,18,7,0,37,0
16,0,23,1,16,6,7,35,1,7,0,5,2,46,0
1,1,27,0,9,2,7,34,1,2,18,1,0,37,0
0,0,72,0,16,9,37,20,1,9,0,1,2,46,0
9,0,72,0,27,9,37,22,1,2,18,5,0,37,0
17,1,27,0,6,0,30,45,1,2,18,0,0,9,0
2,0,55,0,28,11,7,11,1,5,0,4,0,14,0
16,0,27,0,21,6,7,42,1,2,18,8,0,27,0
4,0,27,0,12,10,7,35,1,2,20,4,1,46,0
3,0,17,0,35,11,7,3,1,8,20,1,0,14,0
0,1,67,0,1,2,36,1,1,2,0,1,3,27,0
8,0,17,1,23,7,7,41,1,2,18,4,0,37,0
2,0,17,0,7,7,7,17,1,1,0,1,0,37,0
17,0,27,0,4,3,30,32,1,2,18,1,0,9,0
2,0,17,0,45,11,7,1,1,5,0,8,0,14,0
17,1,27,0,3,4,7,11,1,7,20,7,0,10,0
0,0,27,1,10,6,7,45,1,2,18,4,0,37,0
9,0,72,0,19,11,37,22,1,2,18,5,0,37,0
8,0,27,0,41,10,7,35,1,7,0,5,5,14,0
1,0,17,0,24,11,7,42,1,4,20,4,0,18,0
0,0,17,1,6,5,7,43,1,1,0,1,0,37,0
2,1,27,0,7,5,7,45,1,2,18,0,0,9,0
4,0,15,0,13,7,7,13,1,5,0,5,0,14,0
8,0,27,1,18,5,7,32,0,2,18,1,0,37,0
15,0,33,0,20,11,7,46,1,11,0,2,0,46,0
9,1,17,0,3,7,7,20,1,2,18,5,0,27,0
10,0,17,0,17,10,7,35,1,7,18,5,0,14,0
14,0,72,0,35,11,37,41,1,4,18,5,0,14,0
9,0,55,0,1,5,7,21,1,2,18,7,1,37,0
14,0,27,0,39,11,30,4,1,2,18,5,0,37,0
11,0,32,0,23,11,7,1,1,5,0,5,0,48,0
8,0,27,1,21,7,30,1,1,2,18,1,0,37,0
6,1,17,0,15,7,7,40,1,6,0,7,0,14,0
9,0,67,0,21,9,36,53,1,2,18,4,0,37,0
0,0,17,0,8,8,7,40,1,7,18,5,0,27,0
9,0,55,0,1,5,7,50,1,2,18,5,0,27,0
1,0,23,0,29,8,7,17,1,6,0,8,47,14,0
17,1,27,0,12,5,30,1,1,2,18,0,0,37,0
9,0,17,0,31,9,7,45,1,5,0,5,0,14,0
2,1,17,0,1,0,7,53,1,2,18,7,0,9,0
14,0,17,1,18,6,7,11,1,1,18,5,0,37,0
17,1,17,0,5,2,7,17,1,1,0,7,0,37,0
4,0,17,0,26,11,7,20,1,5,0,1,3,48,0
12,0,17,0,30,7,7,55,1,8,0,5,122,14,0
9,0,17,0,41,10,7,20,1,9,0,5,2,46,0
11,0,17,0,20,11,7,44,1,5,0,5,0,48,0
17,0,27,0,9,6,30,45,1,1,18,5,0,37,0
14,0,55,0,16,8,7,1,1,8,0,5,0,46,0
3,0,27,0,6,11,30,40,1,5,0,5,0,14,0
7,0,17,0,37,9,7,44,1,5,0,5,68,14,0
15,0,17,1,20,6,7,55,1,1,0,1,0,37,0
17,1,17,0,7,8,7,20,1,2,18,7,0,9,0
17,1,27,0,2,5,30,21,1,2,18,0,0,37,0
8,0,17,0,17,10,7,21,1,5,0,5,0,48,0
14,0,17,0,21,10,7,43,1,5,0,1,2,48,0
9,0,17,0,36,11,7,17,1,5,0,2,0,14,0
9,0,23,1,8,4,7,35,1,2,18,5,0,27,0
7,0,27,0,12,4,30,22,1,7,20,1,0,30,0
12,0,17,0,19,7,7,27,1,4,0,5,138,14,0
8,0,27,0,17,7,7,1,1,2,18,4,0,37,0
8,0,15,0,4,4,7,21,1,2,20,8,0,27,0
9,0,27,1,7,5,7,45,1,2,18,2,0,27,0
8,0,17,0,5,11,7,28,1,5,0,5,0,14,0
7,0,17,0,33,10,7,30,1,5,0,5,10,14,0
8,0,72,0,2,10,37,29,1,5,0,4,6,14,0
9,0,17,0,36,11,7,21,1,6,0,5,0,46,0
2,0,27,0,11,4,7,45,1,2,18,4,0,37,0
11,0,17,0,2,7,7,21,1,7,20,8,0,37,0
10,0,17,0,8,7,7,27,1,2,18,5,0,37,0
15,0,17,0,33,11,7,30,1,6,0,5,39,14,0
14,0,55,0,39,11,7,18,1,5,0,4,0,46,0
11,0,17,0,18,11,7,11,1,5,0,5,0,46,0
10,0,17,0,24,9,7,21,1,2,18,5,0,27,0
8,0,27,0,31,11,30,1,1,5,20,4,0,46,0
9,0,17,0,5,7,7,30,1,8,0,8,0,14,0
0,1,27,0,9,3,30,1,1,2,18,0,0,9,0
11,0,17,0,36,8,7,21,1,5,0,5,0,14,0
9,0,23,0,42,11,7,28,1,6,0,1,1,46,0
9,0,11,1,16,5,7,21,1,7,20,5,0,10,0
8,0,23,0,11,10,7,1,1,8,0,5,15,46,0
15,0,55,1,14,6,7,40,1,2,0,1,0,37,0
17,1,27,0,10,6,30,45,1,2,18,0,0,9,0
17,1,27,0,1,2,7,1,1,1,18,0,0,37,0
12,0,27,1,6,6,7,0,1,2,18,8,0,37,0
2,1,72,0,3,3,7,11,1,7,20,7,0,10,0
14,0,17,0,19,8,7,40,1,5,0,4,4,48,0
0,1,17,0,5,3,7,41,1,1,18,8,0,37,0
0,1,60,0,1,0,7,1,1,2,18,3,0,37,0
17,1,27,0,1,4,30,45,1,2,18,0,0,9,0
14,0,17,0,25,9,7,40,1,2,18,8,0,14,0
8,0,27,0,11,5,30,18,1,2,18,5,0,37,0
0,1,72,0,1,0,37,45,1,2,18,7,0,37,0
8,0,17,0,7,9,7,37,1,5,0,5,44,14,0
2,0,17,0,54,11,7,18,1,5,0,4,0,48,0
9,0,34,0,9,9,7,55,1,1,18,5,0,37,0
17,1,27,1,9,4,30,17,1,2,18,0,0,9,0
9,0,38,0,10,7,7,37,1,2,18,8,0,37,0
8,0,17,0,21,7,7,18,1,8,0,4,0,14,0
14,0,17,0,7,9,7,55,1,1,18,2,0,37,0
0,1,17,0,4,3,7,49,1,1,18,7,0,37,0
9,0,35,0,36,11,7,20,1,5,0,5,0,48,0
17,1,27,0,13,1,7,32,0,2,18,0,0,9,0
8,0,17,1,10,6,7,45,1,13,0,5,4,14,0
9,0,23,0,17,9,7,30,1,5,0,5,2,14,0
11,0,33,0,15,7,7,21,1,5,0,5,0,39,0
9,0,17,0,10,10,7,18,1,8,20,5,0,48,0
2,0,67,0,5,2,7,18,1,7,20,1,0,10,0
8,0,17,0,9,11,7,20,1,5,0,1,0,14,0
14,0,17,0,31,8,7,21,1,5,0,5,0,14,0
7,0,23,1,20,7,7,17,1,8,0,1,0,14,0
2,0,17,0,27,10,7,29,1,7,20,4,0,10,0
5,0,22,0,4,7,7,44,1,2,20,1,0,37,0
17,1,27,0,3,0,30,45,1,2,18,0,0,10,0
3,1,27,0,1,2,30,45,1,2,0,7,0,14,0
14,0,17,0,19,9,7,43,1,5,0,1,2,48,0
9,0,55,0,28,10,7,20,1,2,18,5,0,37,0
9,0,55,0,29,7,7,20,1,2,18,5,0,27,0
9,0,17,0,17,11,7,1,1,5,0,2,0,48,0
7,0,17,0,50,11,7,20,1,5,0,5,0,14,0
0,1,27,0,11,3,30,1,1,7,20,0,0,10,0
16,0,55,1,23,7,7,35,1,2,18,4,0,37,0
12,0,72,1,21,4,37,40,1,4,18,8,0,37,0
8,0,17,0,13,5,7,55,1,1,0,8,0,37,0
7,0,17,0,34,10,7,32,0,1,18,5,0,37,0
10,0,17,1,15,5,7,55,1,4,18,1,0,37,0
2,1,17,0,4,11,7,43,1,4,0,4,1,18,0
7,0,17,0,32,10,7,32,0,2,18,5,0,37,0
9,0,23,0,36,11,7,37,1,5,0,5,0,48,0
15,0,17,0,31,10,7,21,1,12,0,5,3,46,0
8,0,17,0,7,11,7,24,1,4,18,5,0,14,0
9,0,17,0,3,9,7,28,1,5,0,4,0,14,0
5,0,17,0,3,9,7,55,1,1,18,4,0,37,0
10,0,15,1,9,9,7,4,1,2,18,5,0,37,0
9,0,23,0,27,8,7,37,1,11,0,1,44,14,0
17,0,27,0,11,4,7,45,1,2,18,1,0,37,0
5,0,27,1,13,4,30,8,1,1,18,1,0,37,0
8,0,67,1,8,3,7,16,1,1,0,5,0,37,0
17,1,27,0,3,9,7,45,1,2,18,0,0,37,0
8,0,33,1,35,10,7,35,1,4,0,5,1,14,0
2,0,17,0,22,8,7,49,1,2,18,1,0,27,0
4,1,17,0,2,7,7,20,1,2,18,5,0,27,0
2,0,27,0,20,8,30,1,1,5,0,5,0,10,0
9,0,17,1,4,5,7,9,2,1,18,2,0,37,0
1,0,27,1,13,4,30,45,1,2,18,7,0,37,0
6,0,72,0,1,3,37,54,0,1,0,1,0,37,0
9,0,17,0,15,7,7,28,1,8,0,8,0,14,0
17,1,23,0,1,0,7,18,1,2,18,0,0,9,0
2,1,17,0,9,6,7,43,1,2,18,7,0,9,0
1,0,27,0,14,3,7,18,1,7,20,4,0,10,0
6,0,17,0,37,10,7,20,1,2,18,5,0,18,0
14,0,17,0,16,11,7,55,1,1,18,2,0,37,0
17,0,27,0,23,4,7,45,1,2,18,1,0,37,0
17,1,17,0,5,7,7,20,1,2,18,5,0,27,0
4,0,67,0,16,10,7,45,1,2,20,4,0,46,0
8,1,17,0,1,3,7,51,1,7,0,8,0,30,0
14,0,34,1,17,7,7,55,1,5,0,8,0,46,0
17,1,27,0,7,6,30,18,1,1,18,0,0,37,0
17,1,27,0,1,2,30,45,1,2,0,0,0,9,0
1,0,27,0,23,11,7,30,1,9,0,4,0,14,0
9,0,17,0,37,11,7,1,1,5,0,4,0,14,0
4,0,32,1,30,11,7,1,1,5,0,1,4,48,0
9,0,23,0,44,11,7,20,1,13,0,4,0,14,0
17,1,27,0,3,3,7,1,1,2,18,0,0,37,0
14,0,23,1,30,9,7,40,1,9,0,5,4,46,0
12,0,15,0,39,10,7,51,1,6,0,5,10,46,0
10,0,17,1,20,9,7,3,1,5,0,5,67,14,0
11,0,23,0,12,6,7,51,1,5,0,2,4,14,0
8,0,32,0,31,11,7,1,1,8,0,5,0,14,0
8,0,27,1,2,6,30,4,1,1,0,5,0,37,0
6,0,72,0,51,11,37,32,1,5,0,4,0,14,0
4,0,17,0,5,2,7,50,1,2,18,2,0,27,0
8,0,29,0,4,3,7,21,1,1,18,4,0,37,0
14,0,17,0,20,8,7,40,1,5,0,5,9,48,0
14,0,32,1,20,6,7,20,1,7,0,5,2,14,0
17,1,27,0,27,0,7,53,1,2,18,3,0,37,0
12,0,32,0,14,7,7,55,1,2,18,2,0,37,0
8,0,17,0,12,8,7,40,1,8,0,5,27,40,0
17,1,27,0,1,3,7,18,1,2,20,0,0,9,0
1,0,27,0,7,2,7,40,1,2,18,1,0,37,0
8,0,72,0,46,11,37,43,1,5,0,4,1,14,0
2,0,27,1,37,8,30,45,1,2,18,4,0,46,0
10,0,72,0,1,7,37,42,1,5,0,8,0,27,0
11,0,23,0,29,9,7,43,1,5,0,5,4,48,0
9,0,27,0,32,11,30,30,1,5,0,5,1,14,0
17,1,27,0,3,1,30,32,0,2,0,0,0,9,0
8,0,17,0,1,4,7,27,1,2,18,1,0,37,0
6,1,17,0,11,7,7,51,1,6,0,7,0,14,0
8,0,17,0,27,8,7,40,1,8,0,5,20,14,0
9,0,17,0,9,11,7,37,1,2,18,5,0,43,0
14,0,23,0,35,11,7,1,1,5,0,5,8,44,0
9,0,17,1,12,4,7,32,1,1,18,4,0,37,0
12,0,72,0,46,11,37,21,1,2,18,5,0,14,0
2,0,17,0,2,11,7,41,1,8,0,4,0,14,0
2,0,17,0,15,5,7,1,1,2,18,5,0,37,0
8,0,72,0,10,6,37,16,1,2,18,5,0,37,0
1,1,27,0,4,2,7,1,1,2,18,7,0,10,0
8,0,17,0,53,11,7,45,1,5,0,1,0,14,0
7,0,72,0,36,11,37,41,1,5,0,5,0,14,0
6,0,17,0,31,11,7,40,1,8,0,4,0,14,0
2,0,27,0,41,8,7,12,1,2,18,4,0,37,0
17,0,27,0,8,5,30,45,1,1,18,5,0,37,0
9,0,17,0,29,11,7,1,1,5,0,2,0,48,0
2,0,23,0,40,11,7,1,1,5,0,4,3,14,0
9,0,32,0,19,11,7,43,1,5,0,1,9,14,0
12,0,29,0,10,4,7,32,0,2,18,5,0,27,0
8,0,17,1,7,5,7,20,1,1,18,8,0,37,0
8,0,22,1,10,7,7,35,1,2,18,5,0,37,0
17,1,27,0,4,5,30,45,1,2,0,0,0,37,0
8,0,72,0,50,11,37,43,1,5,0,4,0,14,0
9,0,11,0,8,3,7,21,1,7,20,7,0,10,0
7,1,68,0,2,4,7,11,1,7,20,5,0,10,0
9,0,17,0,32,10,7,20,0,11,0,5,0,6,0
1,0,17,0,28,9,7,30,1,6,20,4,0,14,0
3,0,68,0,17,6,7,40,1,2,18,1,0,27,0
8,0,17,1,4,6,7,33,1,6,0,5,0,14,0
14,0,23,0,20,10,7,51,1,5,0,5,0,14,0
10,0,17,0,39,11,7,6,0,1,0,4,0,37,0
7,0,32,0,35,9,7,20,1,5,20,5,0,27,0
0,1,17,0,9,4,7,29,1,5,0,4,0,14,0
8,0,17,1,37,11,7,45,1,2,18,1,0,43,0
0,1,27,0,6,3,30,1,1,2,18,0,0,9,0
9,0,17,0,27,11,7,53,1,13,0,4,0,14,0
2,0,72,0,46,11,37,17,1,2,0,4,3,14,0
4,0,27,0,13,3,7,18,1,7,20,4,0,10,0
8,0,17,0,13,8,7,35,1,1,18,5,0,37,0
10,0,17,0,39,11,7,20,1,5,0,5,0,14,0
3,0,27,0,25,9,30,17,1,7,18,1,1,14,0
14,0,17,0,40,11,7,40,1,5,0,4,2,48,0
0,0,27,0,18,10,7,51,1,2,18,1,0,37,0
17,0,27,0,9,6,30,45,1,1,18,1,0,37,0
8,0,17,1,7,5,7,20,1,2,18,5,0,37,0
9,0,72,0,4,11,37,42,1,5,0,5,0,48,0
9,0,17,0,17,8,7,1,1,5,0,5,2,14,0
8,0,27,1,17,5,30,32,0,2,0,1,0,9,0
9,0,23,0,27,9,7,20,1,5,0,5,3,14,0
9,0,17,0,32,11,7,17,1,5,0,4,0,14,0
14,0,17,1,18,6,7,18,1,1,18,5,0,37,0
17,1,27,0,6,3,30,1,1,7,20,3,0,10,0
17,0,17,0,7,11,7,46,1,2,18,3,0,46,0
0,1,17,1,5,3,7,20,1,1,18,7,0,37,0
9,0,17,1,7,5,7,9,2,2,18,2,0,37,0
2,1,17,0,1,6,7,55,1,2,18,7,0,9,0
9,0,72,0,33,11,37,40,1,8,0,1,0,46,0
9,0,17,0,48,11,7,16,1,2,18,5,0,27,0
14,0,17,0,29,11,7,17,1,12,0,5,0,14,0
8,0,27,0,27,8,7,43,1,2,20,5,0,46,0
8,0,32,0,24,11,7,18,1,5,0,4,0,14,0
6,1,17,0,1,3,7,12,1,1,18,7,0,37,0
17,1,72,0,1,0,37,17,1,2,18,7,0,37,0
14,0,23,0,24,8,7,30,1,6,0,5,61,14,0
7,0,23,0,22,11,7,20,1,6,0,4,0,14,0
8,0,17,0,28,10,7,20,1,5,0,5,0,48,0
8,0,27,0,22,5,7,45,1,1,18,1,0,37,0
7,0,23,0,22,5,7,32,1,6,20,5,0,3,0
9,0,23,0,23,8,7,18,1,2,18,5,0,37,0
9,1,17,0,2,11,7,46,1,8,0,4,2,14,0
4,0,27,0,20,10,7,50,1,2,20,4,0,46,0
7,1,27,0,1,2,7,45,1,2,0,5,0,27,0
12,0,11,0,9,7,7,55,1,2,18,8,0,37,0
8,0,33,0,3,5,7,21,1,2,18,5,0,37,0
3,0,11,0,8,2,7,18,1,7,20,1,0,46,0
14,0,17,0,12,8,7,35,1,1,18,5,0,37,0
11,0,55,1,24,11,7,20,1,5,0,5,12,48,0
8,0,27,1,13,5,30,45,1,1,18,5,0,37,0
11,0,33,1,2,5,7,21,1,2,18,5,0,27,0
8,0,67,1,20,5,7,18,1,1,0,1,0,37,0
1,1,55,0,6,11,7,1,1,7,0,4,0,14,0
15,0,72,0,18,8,37,50,1,5,0,5,1,14,0
17,1,33,0,3,11,7,46,1,8,0,3,1,37,0
9,0,72,0,5,7,37,43,1,5,0,5,0,48,0
3,0,72,0,9,8,37,54,1,12,20,4,0,14,0
5,1,38,0,3,5,7,21,1,7,20,7,0,10,0
17,1,27,0,6,4,30,1,1,7,20,0,0,10,0
12,0,33,0,19,7,7,55,1,1,18,5,0,44,0
12,0,27,0,22,7,30,40,1,2,18,2,0,37,0
17,1,27,0,7,6,30,1,1,2,18,0,0,37,0
6,0,35,0,34,11,7,1,1,5,0,5,0,48,0
10,0,17,0,38,11,7,13,1,5,0,5,0,14,0
12,0,32,1,18,8,7,42,1,6,0,5,47,14,0
3,0,17,0,20,5,7,1,1,2,18,4,0,37,0
15,0,17,0,19,7,7,50,1,5,0,2,0,44,0
17,1,23,0,7,9,7,44,1,2,18,7,0,46,0
8,0,23,0,9,11,7,28,1,7,0,5,0,14,0
8,0,17,0,35,11,7,1,1,5,0,8,0,14,0
8,0,67,1,5,7,7,1,1,1,18,7,0,37,0
17,1,27,0,2,0,7,45,1,2,18,0,0,37,0
8,0,67,0,11,7,7,55,1,2,18,8,0,37,0
10,0,17,0,46,11,7,20,1,8,0,5,0,14,0
3,0,23,0,8,11,7,41,1,8,0,4,0,14,0
4,0,27,1,19,5,30,1,1,2,18,1,0,9,0
2,0,27,1,22,6,30,1,1,1,18,1,0,37,0
2,0,67,0,11,2,7,18,1,7,20,1,0,10,0
5,0,55,0,12,11,7,43,1,12,0,4,0,14,0
10,0,23,0,22,9,7,35,1,2,20,5,0,46,0
7,0,23,0,23,5,7,32,0,1,18,5,0,37,0
9,0,17,0,20,10,7,20,1,5,0,5,3,48,0
17,0,35,0,6,11,7,35,1,5,0,4,2,14,0
8,0,17,1,6,3,7,55,1,1,0,5,0,37,0
15,0,17,1,14,7,7,25,1,8,0,2,1,46,0
3,0,72,0,4,9,37,11,1,7,20,7,0,10,0
9,0,17,0,12,9,7,20,1,5,0,5,0,14,0
9,0,23,0,28,10,7,20,1,6,0,5,0,46,0
12,0,27,1,6,6,7,20,1,2,18,8,0,37,0
9,0,17,0,26,9,7,20,1,2,18,5,0,18,0
12,0,38,0,1,4,7,17,1,2,18,8,0,37,0
8,0,23,0,11,10,7,29,1,5,0,4,1,14,0
0,0,68,0,41,11,7,53,1,10,0,4,0,14,0
8,0,17,0,3,4,7,5,1,2,18,4,0,14,0
10,0,57,0,11,4,7,55,1,2,18,2,0,37,0
10,0,17,0,22,7,7,28,1,5,0,5,32,14,0
8,0,17,0,52,11,7,45,1,5,0,8,0,14,0
8,0,23,0,36,11,7,4,1,5,0,5,0,14,0
11,0,17,0,23,8,7,55,1,8,0,1,0,14,0
10,0,17,0,38,11,7,30,1,7,0,5,53,46,0
8,0,27,0,18,11,30,1,1,2,20,4,0,46,0
1,0,27,0,15,7,7,1,1,2,18,1,0,37,0
3,0,72,0,14,9,37,54,1,12,20,4,0,46,0
8,0,17,0,18,9,7,1,1,5,0,5,0,14,0
17,0,32,0,16,11,7,29,1,5,0,3,2,14,0
17,0,27,0,8,5,30,45,1,1,18,5,0,37,0
0,0,27,0,5,7,30,1,1,2,18,4,0,9,0
17,1,27,0,6,5,30,1,1,7,20,0,0,10,0
9,0,17,0,2,10,7,20,1,11,0,5,0,27,0
17,0,17,0,9,9,7,46,1,2,18,3,0,9,0
17,1,72,0,1,1,37,45,1,2,18,0,0,37,0
2,0,23,0,13,11,7,29,1,7,0,4,1,14,0
5,1,17,0,2,11,7,1,1,7,0,4,0,46,0
16,0,35,1,19,6,7,50,1,2,18,2,0,37,0
0,1,17,0,2,4,7,1,1,2,18,7,0,37,0
17,1,27,0,11,7,30,32,0,2,18,0,0,9,0
3,1,68,0,1,2,7,3,1,2,18,7,0,27,0
6,0,72,0,18,4,37,13,1,2,18,5,0,37,0
10,0,27,0,25,10,30,51,1,5,0,8,0,44,0
14,0,17,0,5,11,7,45,1,2,20,4,11,46,0
14,0,17,0,28,10,7,28,1,7,0,5,0,14,0
6,0,17,0,4,9,7,28,1,5,0,5,4,14,0
5,1,17,0,3,11,7,1,1,7,0,4,1,14,0
0,0,17,0,38,7,7,9,2,9,20,1,0,14,0
14,0,55,0,26,9,7,55,1,10,0,5,57,14,0
0,1,27,0,5,4,30,45,1,2,20,0,0,9,0
6,0,17,0,13,8,7,1,1,2,18,5,0,27,0
6,1,11,0,1,3,7,21,1,1,18,7,0,37,0
17,1,27,0,4,3,7,45,1,2,18,0,0,37,0
11,0,23,0,20,9,7,35,1,12,20,5,0,46,0
11,0,17,0,14,6,7,44,1,9,20,1,0,9,0
11,0,17,0,37,8,7,53,1,5,0,5,0,14,0
10,0,17,1,16,5,7,18,1,1,18,5,1,37,0
0,1,27,0,7,3,30,1,1,2,18,0,0,9,0
11,0,27,1,5,4,7,45,1,2,18,4,0,37,0
3,0,32,0,15,6,7,18,1,2,18,5,0,37,0
1,1,27,1,7,6,30,32,1,2,18,7,0,9,0
9,0,72,0,17,7,37,21,1,5,0,5,0,14,0
5,0,72,0,13,5,37,22,1,2,18,5,0,37,0
8,0,27,0,22,7,30,18,1,2,18,1,0,37,0
9,0,17,0,24,11,7,21,1,5,0,5,0,14,0
17,1,33,0,2,3,7,1,1,2,18,0,0,37,0
10,0,27,0,29,7,7,22,1,2,0,4,4,37,0
