Home Ownership,Ethnicity,dummy for Children,Year Of Residence,Language,City,County,weekly fee,Deliveryperiod,Nielsen Prizm,reward program,Source Channel,Age,Income,is_churned
0,17,0,10,7,21,1,7,20,2,0,27,49,359681,1
0,27,0,20,7,15,1,2,20,2,1,46,73,69999,0
0,72,0,2,37,0,1,6,7,2,0,14,48,200000,1
0,55,0,2,7,42,1,7,0,4,0,14,48,59932,1
0,17,0,22,7,42,1,2,18,4,0,14,72,19999,1
0,29,0,23,15,0,1,8,0,5,0,44,59,124999,1
0,68,0,30,7,42,1,4,0,1,0,18,62,150000,1
0,27,0,4,7,21,1,8,0,5,0,9,52,40000,1
1,38,0,1,20,21,1,8,0,5,10,14,36,39999,1
0,17,1,35,7,21,1,12,20,5,4,46,73,499999,0
0,32,0,15,7,0,1,8,0,1,0,9,38,80554,1
0,38,0,4,7,21,1,2,18,2,0,37,52,177628,1
0,50,0,23,7,28,1,10,0,5,33,18,57,150000,0
0,11,1,16,3,21,1,4,20,5,0,9,51,399999,1
0,27,0,18,7,1,1,2,18,3,1,18,72,70000,1
0,33,0,20,7,15,1,4,0,2,0,14,56,90000,1
0,23,0,4,7,28,1,4,18,5,0,6,51,175000,1
0,4,0,9,1,21,1,4,1,5,0,27,59,69999,1
0,38,1,21,7,42,1,8,0,1,0,29,47,83088,1
0,23,0,9,7,50,1,5,0,2,1,48,79,325446,0
0,17,0,4,7,0,1,8,0,5,0,46,54,40000,1
0,22,1,24,7,28,1,6,0,5,53,14,62,199999,0
0,32,0,5,7,30,1,1,18,8,0,37,47,99999,0
0,67,0,7,7,53,1,1,18,1,0,37,31,159261,0
0,68,0,23,7,50,1,8,0,8,0,18,56,399999,1
1,4,0,4,7,21,1,1,18,7,0,37,46,89999,1
0,64,1,11,7,15,1,6,7,2,0,35,48,719530,1
1,27,1,5,30,42,1,6,7,0,0,14,38,12552,1
0,68,0,40,7,21,1,13,0,5,0,14,78,175000,1
0,17,0,20,7,25,1,2,20,2,0,46,78,150000,1
0,38,1,7,20,21,1,6,20,5,0,9,48,300000,1
0,17,0,6,7,43,1,8,0,8,0,9,55,89999,1
0,17,0,27,7,45,1,2,20,4,87,27,52,100000,0
0,17,0,4,7,41,1,9,0,4,0,14,67,34612,1
0,72,1,14,37,22,1,8,0,4,0,9,58,63016,1
0,27,0,6,7,22,1,8,0,0,0,14,68,10000,1
0,23,0,18,7,37,1,2,18,4,0,37,62,122346,1
0,60,0,29,31,1,1,1,18,2,0,37,77,60000,0
0,27,0,1,30,22,1,2,18,4,0,9,57,20075,0
0,67,1,4,7,45,1,8,0,5,0,46,46,70000,1
0,22,1,15,7,41,1,7,0,5,0,37,56,90000,1
1,55,0,19,7,40,1,7,0,7,0,14,72,34109,0
1,19,0,5,7,11,1,4,20,7,0,9,21,26708,1
1,27,0,3,7,11,1,6,7,7,0,9,57,29999,1
1,27,0,1,7,11,1,6,7,7,0,39,73,20000,1
1,34,0,1,7,11,1,2,18,7,0,18,52,29999,1
1,51,0,2,25,11,1,4,18,7,0,9,27,26749,1
1,68,1,2,7,11,1,2,20,7,0,37,50,39999,1
1,27,0,1,30,1,1,1,18,0,0,37,51,18952,0
1,27,1,6,7,1,1,4,0,4,0,46,48,50000,1
0,23,0,5,7,1,1,8,0,4,0,14,69,102432,1
1,72,0,4,37,9,2,11,0,4,0,46,78,89999,1
0,72,1,20,37,40,1,8,20,4,0,14,57,137026,1
1,17,0,1,7,45,1,10,0,5,0,14,32,59999,0
0,27,0,10,30,45,1,8,0,5,0,18,43,64021,1
0,27,0,16,30,35,1,6,3,1,0,9,52,30000,1
0,23,0,3,7,51,1,9,0,4,4,14,77,49666,0
0,17,0,38,7,40,1,7,0,4,0,14,76,80000,1
0,27,0,10,30,45,1,6,3,1,0,9,48,79999,1
0,27,0,20,30,45,1,6,20,4,0,9,56,10000,1
0,17,0,5,7,35,1,8,0,8,0,14,57,175000,0
0,55,1,15,7,35,1,6,18,2,0,14,53,711696,1
1,17,0,1,7,1,1,8,0,0,0,9,68,80000,1
1,72,0,6,37,1,1,6,0,0,0,9,35,40000,1
0,15,1,17,7,35,1,5,0,8,0,48,51,605807,1
1,67,0,3,7,45,1,11,0,1,0,48,37,68752,1
1,55,0,2,7,21,1,3,20,7,0,14,37,149999,1
0,67,0,36,36,45,1,6,20,4,0,46,56,28525,1
0,27,0,3,30,45,1,8,21,1,0,46,26,19999,1
1,27,0,3,30,30,1,4,18,0,0,9,52,90000,1
1,27,0,1,7,17,1,4,18,0,0,18,51,19366,1
0,17,1,17,7,17,1,7,20,4,0,9,47,124999,1
0,17,0,11,7,43,1,6,2,4,0,14,79,200000,1
0,27,1,17,30,1,1,6,21,7,0,46,47,89999,1
0,11,1,8,7,45,1,4,18,7,0,27,37,50000,1
0,17,0,2,7,28,1,8,0,4,0,14,72,79999,1
0,27,0,1,30,43,1,13,0,4,0,14,48,50000,1
0,17,0,1,7,40,1,1,18,1,0,37,21,100000,1
0,23,0,4,7,43,1,7,0,4,0,29,52,90000,1
0,27,0,12,30,30,1,4,18,1,0,47,58,26980,1
0,27,1,19,7,45,1,4,20,1,0,9,41,15698,1
0,27,0,29,30,45,1,2,18,5,0,37,66,328824,1
0,17,0,4,7,30,1,7,8,1,0,46,27,20000,1
1,35,1,3,7,37,1,4,0,5,0,46,58,69999,1
0,23,0,21,7,26,1,5,0,5,0,46,77,141849,1
0,17,0,41,7,22,1,12,0,4,0,14,79,14462,1
0,17,0,2,7,41,1,3,0,2,0,46,37,149999,1
0,72,0,17,37,37,1,8,0,5,0,47,80,118009,1
1,13,0,2,7,37,1,4,18,4,0,46,51,70000,1
0,27,0,28,7,1,1,13,0,5,1,46,57,90000,1
0,55,1,16,7,45,1,6,7,1,0,35,46,47802,1
0,32,0,12,7,45,1,2,18,1,0,37,42,99999,1
0,27,0,14,30,30,1,6,20,1,0,9,58,39999,1
0,32,1,23,7,43,1,4,14,1,0,46,51,125000,1
0,68,0,16,7,22,1,2,18,5,0,37,71,60000,0
0,32,0,39,7,30,1,9,0,4,11,14,72,174999,1
0,27,0,12,30,30,1,6,0,1,0,46,46,53772,1
0,17,0,37,7,45,1,13,0,4,0,14,61,300000,1
0,15,0,4,7,1,1,4,7,5,0,14,62,107340,1
0,27,0,14,30,45,1,1,18,1,0,37,53,19999,1
0,51,1,22,25,45,1,8,0,1,0,47,74,19999,1
0,27,0,2,7,45,1,1,18,1,0,37,26,10000,1
0,22,0,1,7,40,1,2,18,7,0,37,33,79999,0
1,17,0,2,7,35,1,6,3,7,0,48,53,69999,1
0,72,0,29,37,30,1,3,20,1,0,9,57,109476,1
1,17,0,1,7,45,1,7,14,0,0,37,36,29999,1
1,72,0,11,37,35,1,2,20,7,0,9,41,40000,1
1,38,0,1,20,30,1,6,18,5,0,44,22,30000,1
0,17,0,40,7,35,1,8,0,5,3,14,72,124999,0
0,0,0,15,7,45,1,4,0,5,0,14,72,49999,1
0,32,0,23,7,45,1,7,0,1,0,14,78,125000,0
1,32,0,20,7,17,1,4,18,0,0,37,67,15235,1
0,27,0,8,30,45,1,1,18,1,0,37,50,10000,1
0,27,0,13,30,45,1,8,0,0,0,9,48,60000,1
0,17,1,6,7,55,1,4,20,1,0,9,32,79555,1
1,72,0,4,37,30,1,1,18,5,0,37,26,50000,1
0,34,0,23,7,35,1,5,0,2,0,14,62,399999,0
0,60,0,34,7,43,1,9,0,4,0,14,76,124999,0
0,68,1,33,7,30,1,5,0,5,2,14,68,33755,0
0,55,0,37,7,30,1,5,0,5,20,14,67,200000,0
0,23,0,15,7,3,1,8,0,5,19,46,52,100000,0
1,68,1,3,7,32,0,11,0,0,0,9,46,69999,1
0,4,0,3,7,1,1,6,18,8,0,29,48,106681,1
1,17,1,7,7,40,1,1,18,7,0,37,47,50000,0
1,22,0,6,7,20,1,7,20,7,0,9,66,13214,1
0,72,0,22,37,11,1,6,0,7,0,14,78,31862,1
0,27,0,1,7,45,1,6,12,5,0,46,42,59999,1
1,17,0,6,7,30,1,4,0,7,0,6,33,20000,1
0,27,1,31,30,45,1,2,20,0,0,46,67,89999,1
1,27,0,1,7,45,1,6,0,0,0,29,46,29999,1
0,27,0,20,30,22,1,7,20,4,0,30,71,40000,0
0,17,0,8,7,22,1,1,18,5,0,37,68,69999,1
0,57,0,14,7,9,2,9,0,1,0,14,62,200000,0
1,27,0,20,30,30,1,1,18,7,0,37,57,79999,1
0,4,0,1,1,27,1,3,0,8,0,46,33,79999,1
1,27,0,5,30,30,1,6,20,0,0,9,46,30000,1
1,27,0,5,30,30,1,2,20,0,0,9,46,39999,1
0,68,0,21,7,40,1,6,18,5,0,29,66,124999,1
1,27,0,4,7,1,1,11,0,0,0,9,38,11120,1
0,17,0,28,7,55,1,10,20,2,0,14,64,125000,1
1,27,0,6,7,17,1,1,18,3,0,37,54,29999,1
1,27,1,4,30,30,1,2,18,3,0,37,46,69999,0
0,27,0,6,30,30,1,2,18,0,0,9,34,70000,0
1,27,1,13,30,32,0,1,18,0,0,47,48,19999,1
0,17,0,1,7,35,1,6,0,4,0,14,72,70000,1
0,27,0,35,30,30,1,2,0,0,0,6,66,49999,1
0,11,0,7,7,30,1,4,18,0,0,9,32,41125,1
0,15,0,31,7,11,1,2,0,7,6,46,66,371850,0
0,27,0,13,30,45,1,6,14,1,0,46,53,59999,1
0,17,0,20,7,17,1,5,0,8,0,48,68,399999,0
0,72,0,29,37,45,1,1,20,4,0,6,67,80000,1
0,17,0,29,7,35,1,5,0,4,0,14,66,50000,0
0,27,0,16,7,30,1,4,20,1,1,46,56,80000,0
1,23,0,1,7,29,1,6,18,3,0,46,76,29999,1
1,15,0,1,7,35,1,2,18,0,0,37,28,23600,1
0,23,1,12,7,30,1,4,18,5,98,20,51,174999,1
0,17,0,33,7,30,1,7,0,5,1,14,79,332839,1
0,27,1,24,7,30,1,2,18,0,0,37,41,124999,1
0,72,0,15,37,13,1,2,18,5,0,27,79,14112,0
0,27,0,11,7,45,1,8,0,1,0,9,47,50000,1
0,23,0,33,7,28,1,7,0,8,0,46,63,90000,1
0,27,0,11,30,30,1,8,0,4,0,9,52,70000,1
0,27,0,7,30,40,1,13,0,7,34,9,36,46331,0
1,17,0,1,7,26,1,6,0,8,0,29,27,32300,1
1,32,0,2,7,11,1,8,0,7,0,46,59,43622,1
1,17,0,2,7,1,1,7,20,0,0,10,23,10000,0
1,17,0,4,7,1,1,2,0,7,0,6,28,10505,1
0,32,0,23,7,9,2,6,18,1,0,9,63,99999,1
1,27,1,20,7,45,1,4,18,0,0,37,57,49999,1
1,27,0,7,30,45,1,4,20,0,0,9,22,13826,1
1,27,1,7,7,45,1,2,20,4,0,46,26,29999,1
0,67,0,3,36,45,1,1,18,4,0,37,77,29999,0
1,17,0,1,7,27,1,2,18,4,0,27,68,20000,0
1,34,0,1,18,27,1,4,18,4,0,46,36,31841,1
0,15,0,22,7,27,1,9,2,4,0,29,71,80000,1
0,33,0,14,7,27,1,4,18,4,0,43,72,10470,1
0,72,0,17,37,27,1,2,18,4,0,37,67,19999,1
1,20,0,5,7,1,1,8,0,1,0,47,52,20000,1
0,72,1,18,37,28,1,5,0,8,0,14,72,50000,1
1,17,0,5,7,21,1,6,20,8,0,44,32,59999,1
1,35,0,1,7,32,0,7,14,0,0,9,32,19999,1
0,17,0,22,7,45,1,2,0,4,0,0,62,70000,1
0,27,0,14,30,9,2,1,18,1,0,37,48,199999,1
0,32,0,1,7,40,1,6,20,7,0,14,37,90000,1
0,32,1,18,7,9,2,2,18,7,0,37,61,172697,1
0,35,0,11,7,29,1,7,20,4,0,14,77,30000,1
0,51,1,24,7,45,1,1,18,1,0,37,76,69999,1
0,27,0,12,30,45,1,6,3,1,0,9,47,59999,1
0,72,0,19,37,27,1,6,20,4,0,35,78,39999,1
0,14,0,32,5,30,1,6,0,5,1,14,62,399999,0
0,55,0,33,7,35,1,1,18,5,0,37,65,124999,1
0,17,0,38,7,35,1,2,18,1,0,37,68,100000,1
0,27,0,13,7,0,1,4,18,8,0,44,79,12070,1
1,33,1,6,7,30,1,6,20,7,0,46,37,100000,1
0,27,0,12,7,27,1,6,0,8,0,46,67,27760,1
0,27,1,8,30,0,1,4,20,0,0,9,41,63410,1
0,22,0,12,7,1,1,2,18,1,0,37,38,100000,1
0,34,0,10,7,14,0,6,20,8,0,9,56,200000,1
0,27,0,5,30,45,1,3,18,5,0,8,22,124999,0
0,4,1,21,1,27,1,6,10,8,0,14,57,69999,1
0,17,0,1,7,35,1,6,18,1,0,9,42,100000,1
0,66,0,2,7,11,1,7,0,1,0,37,42,99999,1
0,11,0,1,7,17,1,1,0,7,0,37,42,128429,0
1,17,1,1,7,27,1,2,18,8,0,37,32,29999,0
0,67,0,10,36,35,1,6,18,1,0,29,31,39760,1
1,27,1,7,30,35,1,1,18,1,0,37,43,40000,1
0,17,0,47,7,35,1,5,0,4,0,14,76,39999,1
0,27,0,6,30,0,1,6,21,4,0,46,72,58504,1
0,17,0,23,7,11,1,5,0,5,0,48,53,124999,0
1,29,0,3,15,21,1,4,0,8,0,9,38,70000,1
0,27,0,10,30,0,1,2,18,0,0,9,36,89999,0
0,72,0,23,37,45,1,5,0,1,0,46,73,27614,0
1,23,0,1,7,43,1,11,0,7,0,9,46,60000,1
1,27,0,8,7,51,1,8,0,0,0,14,62,15918,1
0,27,0,7,7,1,1,6,3,5,0,9,27,39999,1
0,32,0,25,7,1,1,11,0,4,0,46,59,124999,0
1,27,0,11,30,1,1,3,10,0,0,37,61,19999,1
1,55,0,1,7,40,1,2,18,7,0,10,21,10000,0
0,27,0,14,7,40,1,2,18,2,0,37,52,174430,1
0,23,0,37,7,1,1,10,0,4,7,14,78,22208,0
0,17,0,2,7,35,1,1,18,4,0,37,52,40000,1
1,17,0,1,7,35,1,2,18,0,0,37,34,21907,1
0,68,0,1,7,55,1,8,0,8,0,46,57,59999,1
1,27,0,3,30,45,1,4,19,0,0,14,26,19999,1
0,23,1,13,7,9,2,5,0,1,0,44,43,175000,0
1,27,0,3,7,0,1,3,0,7,0,9,45,50000,1
1,17,0,1,7,0,1,4,18,7,0,44,61,29999,1
1,55,0,1,7,0,1,1,18,7,0,37,43,69999,1
1,17,0,1,7,0,1,11,0,7,0,9,20,10441,1
1,17,0,1,7,0,1,1,18,7,0,37,77,19999,1
1,17,1,4,7,0,1,8,0,7,2,46,41,117600,1
0,33,0,2,7,0,1,4,21,1,0,46,27,199999,1
0,27,0,11,7,0,1,8,0,7,0,14,62,90000,1
0,17,0,7,7,0,1,2,18,7,0,37,43,149999,1
0,20,0,1,7,0,1,1,18,7,0,37,24,99999,1
0,32,0,51,7,40,1,7,0,5,0,46,77,89999,1
0,50,1,3,7,30,1,4,0,5,0,14,48,124999,1
1,17,1,3,7,0,1,1,18,8,0,37,33,80000,1
0,27,0,9,30,11,1,8,0,5,0,47,57,59999,1
1,33,0,3,7,30,1,5,0,3,1,48,77,30000,0
1,17,0,16,7,30,1,12,0,4,0,14,38,17423,1
1,11,0,1,3,30,1,4,18,3,0,14,75,70000,1
1,33,0,4,7,11,1,1,18,5,0,37,22,29999,1
1,55,1,5,7,47,0,1,18,0,0,37,65,39999,1
0,72,0,11,37,1,1,6,14,7,0,46,52,69999,1
1,27,0,1,7,1,1,8,0,5,0,39,42,39999,1
0,17,0,21,7,35,1,2,20,5,0,37,52,158092,1
0,51,1,8,7,35,1,9,2,5,0,48,66,80000,1
0,55,0,5,7,35,1,9,0,4,6,14,78,20000,0
0,33,0,16,7,51,1,7,18,5,0,14,62,100000,0
0,72,1,16,37,0,1,6,7,8,0,9,52,49999,1
0,27,0,11,30,0,1,2,18,8,0,37,56,90000,1
0,32,0,4,7,43,1,1,0,8,0,37,49,79999,0
0,27,0,15,30,51,1,1,18,8,0,37,63,50000,1
0,27,0,7,30,1,1,2,18,4,0,44,78,27246,1
1,17,0,3,7,1,1,7,0,4,2,14,78,79999,0
0,27,0,19,7,41,1,2,18,3,0,37,54,17516,1
1,55,0,1,7,40,1,2,0,7,0,9,19,89999,0
1,27,0,6,30,40,1,6,20,4,0,46,52,89999,1
1,27,0,1,30,1,1,1,18,0,0,37,31,16888,1
1,27,0,14,30,1,1,4,0,0,0,47,46,11144,1
1,27,0,7,30,1,1,1,18,0,0,37,27,49999,1
0,17,0,29,7,41,1,4,0,4,0,14,67,100000,0
0,23,0,23,7,37,1,8,0,5,0,47,63,175000,1
0,27,0,34,7,22,1,8,0,5,0,46,67,69999,1
1,55,0,2,7,0,1,8,0,7,0,9,20,69999,1
1,27,0,2,30,0,1,1,20,7,0,6,27,105528,1
0,56,0,20,7,30,1,6,0,1,54,18,51,399999,1
1,72,0,1,37,26,1,8,0,7,0,14,42,50000,1
0,32,0,15,7,43,1,6,0,5,0,14,61,85094,0
0,50,1,19,7,9,2,2,0,1,0,37,48,175000,1
0,27,0,37,30,27,1,2,18,4,0,37,78,37205,1
1,72,0,12,37,41,1,4,19,8,0,46,51,80000,1
0,23,0,12,7,29,1,8,0,4,0,46,78,10000,1
1,51,1,15,7,41,1,13,0,8,0,14,43,124999,0
0,55,0,2,7,3,1,2,18,4,0,27,25,40000,1
0,17,0,38,7,35,1,6,0,5,0,14,71,89999,1
1,23,0,1,7,0,1,6,3,7,0,9,32,72302,1
1,72,0,8,37,0,1,4,18,5,0,27,55,70000,1
1,35,0,1,7,0,1,7,20,7,0,27,58,106169,0
1,17,0,1,7,0,1,1,18,3,0,37,27,59999,1
1,55,0,1,7,0,1,6,20,7,0,9,40,79999,1
1,17,0,1,7,0,1,6,20,7,0,9,56,70000,1
1,49,0,2,8,0,1,6,20,7,0,35,37,60000,1
0,27,1,12,30,1,1,4,20,1,0,46,73,23236,1
1,33,0,1,7,21,1,1,18,7,0,37,26,80000,1
1,29,0,2,7,40,1,4,10,7,0,9,25,29999,1
0,34,1,3,7,40,1,2,18,4,0,36,54,65967,0
1,27,0,1,7,21,1,7,0,8,0,14,41,89999,1
1,32,0,1,7,17,1,1,18,7,0,37,51,20000,1
1,17,0,3,7,17,1,4,20,8,0,9,22,15353,1
0,11,0,14,3,30,1,8,0,4,0,14,62,73912,1
0,17,0,38,7,35,1,5,0,5,4,48,78,300000,0
0,17,0,38,7,35,1,8,0,5,0,18,72,60000,0
0,33,0,32,7,14,0,2,20,4,0,46,57,150000,1
0,27,1,8,7,9,2,8,0,1,0,46,43,124999,1
1,17,0,3,7,28,1,1,18,8,0,37,27,20566,1
1,20,0,2,7,0,1,2,20,4,0,9,47,45344,1
0,22,0,19,7,41,1,7,14,8,3,27,61,104590,1
0,17,0,6,7,35,1,4,18,4,0,6,72,50000,1
0,17,0,8,7,11,1,9,0,7,0,46,75,164908,0
0,38,0,7,7,0,1,4,20,4,0,9,43,59999,1
0,23,0,16,7,14,0,5,0,2,0,48,65,150000,0
0,38,0,23,20,17,1,6,20,2,0,9,65,199999,1
0,23,0,1,7,35,1,5,0,8,0,14,49,300000,1
0,22,0,32,7,39,2,1,18,2,0,37,68,249999,0
0,27,0,7,7,30,1,10,0,1,6,14,47,93394,0
0,29,1,27,15,35,1,4,19,5,0,46,68,195569,1
1,23,0,5,7,13,1,2,18,7,0,37,33,99999,1
0,35,0,2,7,28,1,1,18,4,0,37,48,112415,1
1,14,0,4,7,41,1,8,0,7,0,46,51,60000,1
0,72,0,7,37,1,1,6,18,1,0,46,45,15642,1
0,55,0,1,7,17,1,5,0,1,6,14,57,19999,0
1,33,0,1,7,21,1,8,0,1,0,14,20,39999,1
0,33,0,3,17,9,2,1,18,7,0,37,31,125000,1
0,55,0,42,7,51,1,7,0,8,0,46,72,89999,0
0,72,1,2,37,11,1,6,0,5,0,43,47,124999,1
0,55,0,15,7,9,2,4,18,1,0,14,62,175000,1
0,17,0,25,7,13,1,5,0,8,0,14,75,132099,0
0,32,0,3,7,30,1,11,0,4,0,46,43,124999,0
1,34,0,1,18,13,1,3,18,8,0,14,58,80000,1
0,23,0,26,7,13,1,5,0,5,0,14,78,50000,0
0,25,0,8,7,35,1,3,20,4,0,18,78,40000,1
0,55,1,3,7,9,2,6,20,2,0,9,38,199999,1
0,72,1,13,37,35,1,4,0,5,0,46,50,223188,1
1,17,0,1,7,35,1,6,14,4,0,46,27,34612,1
0,32,0,3,7,35,1,2,0,5,0,6,67,113400,1
0,11,1,5,7,51,1,6,20,2,0,14,48,456295,1
1,55,0,2,7,13,1,4,18,7,0,29,52,124999,1
0,55,1,43,7,35,1,3,20,7,0,29,71,125000,1
0,32,0,19,7,35,1,7,20,5,0,30,53,123525,1
0,27,0,3,7,40,1,2,18,8,0,37,32,90000,1
0,5,1,12,2,27,1,6,0,4,0,6,49,124999,1
0,60,0,18,7,35,1,8,0,5,0,14,68,379743,1
1,17,0,1,7,11,1,8,0,1,0,14,32,39999,1
0,72,0,1,37,17,1,8,0,0,0,18,32,39999,1
0,35,1,7,7,40,1,1,18,1,0,37,54,249999,1
1,17,1,3,7,17,1,8,0,7,0,9,53,17984,1
0,17,0,54,7,40,1,5,0,4,1,48,78,21216,0
0,54,0,32,7,1,1,6,0,5,3,44,67,399999,0
0,32,0,44,7,40,1,6,20,1,0,29,72,99999,1
0,22,0,4,7,1,1,2,18,5,0,37,36,60000,1
0,67,0,7,7,1,1,2,20,1,0,9,33,39999,1
0,55,0,19,7,55,1,8,0,1,0,14,57,330180,1
0,68,1,18,7,35,1,9,20,5,0,46,46,132532,0
0,23,0,5,12,28,1,8,0,5,0,48,75,89999,1
0,17,0,37,7,35,1,1,18,5,0,37,78,144354,1
0,35,1,9,14,35,1,8,0,5,0,14,47,340830,1
0,23,1,6,7,50,1,4,18,2,0,44,52,499999,1
0,11,1,3,3,35,1,6,3,2,0,46,51,245782,1
0,27,0,4,30,35,1,4,0,5,0,6,37,125000,1
0,17,1,3,7,30,1,4,19,1,0,46,55,89999,1
0,17,0,34,7,30,1,8,0,4,0,14,68,175000,1
0,17,1,13,7,35,1,1,18,5,0,37,47,174999,1
0,60,0,4,7,9,2,4,0,4,0,44,77,108917,1
0,17,0,2,7,28,1,2,18,4,0,16,52,175000,0
0,72,0,37,37,28,1,2,18,5,0,43,78,100000,1
0,17,0,44,7,35,1,11,0,5,0,14,76,149999,1
0,27,0,29,7,28,1,6,0,5,0,18,79,200000,1
0,17,0,23,7,11,1,8,0,5,14,21,62,49999,0
0,38,0,8,7,35,1,6,0,4,0,18,42,115169,1
1,23,0,2,7,27,1,6,20,4,0,46,57,18697,1
0,23,0,5,7,43,1,8,0,5,0,48,61,70000,1
1,17,0,6,7,26,1,1,18,5,0,37,62,124999,1
0,17,0,7,7,40,1,6,0,0,0,43,67,19106,1
1,32,0,1,7,43,1,8,0,0,0,46,28,49999,1
0,1,1,17,7,1,1,11,0,1,0,44,46,175000,1
0,27,0,21,30,1,1,4,14,5,0,46,53,39999,1
0,60,0,11,7,9,2,1,18,5,0,37,71,125000,1
0,32,0,24,7,35,1,2,18,5,0,37,68,135819,1
0,50,0,20,7,13,1,5,0,5,0,14,77,80000,0
0,60,0,6,7,29,1,2,18,4,0,14,70,50000,1
0,32,1,24,7,28,1,8,14,8,0,46,57,149999,1
0,33,0,30,7,35,1,3,18,1,0,26,57,45315,0
0,22,0,40,7,35,1,5,0,5,0,14,79,150000,0
0,17,1,30,7,40,1,7,10,1,0,18,51,70000,1
0,1,0,2,7,30,1,6,18,5,0,29,36,90000,1
0,32,0,9,7,35,1,8,0,4,0,14,78,39999,1
0,22,0,2,7,9,2,1,18,1,0,37,56,100000,1
0,33,0,23,7,40,1,2,18,2,0,36,56,100000,0
0,27,0,15,7,9,2,7,0,0,0,14,73,59011,1
0,33,1,36,7,28,1,2,18,2,0,37,47,149999,1
0,17,0,13,7,9,2,1,0,4,0,37,72,80000,1
0,27,1,10,30,30,1,2,20,4,0,37,52,100000,1
0,55,0,25,7,28,1,5,0,5,6,48,71,149999,0
0,55,0,7,7,26,1,4,19,5,0,14,57,69999,1
0,17,0,31,7,0,1,8,0,1,4,46,67,69769,0
1,72,0,10,37,21,1,6,0,7,0,43,27,67555,1
0,23,0,1,7,0,1,2,0,4,5,37,36,10319,1
0,72,0,5,37,42,1,4,0,8,0,14,53,69657,1
1,17,0,1,7,37,1,2,18,2,0,16,50,90000,0
0,32,1,12,7,21,1,4,0,2,0,27,46,200000,1
0,72,1,2,37,50,1,4,20,2,0,9,45,149999,1
0,32,0,22,7,21,1,4,18,7,0,44,53,99999,1
0,32,0,22,7,21,1,2,18,7,0,37,51,99999,1
0,17,0,10,7,42,1,8,0,2,0,14,61,174999,1
0,11,0,3,7,21,1,8,0,1,0,14,78,48537,1
0,27,1,14,7,21,1,2,18,5,0,37,52,500000,0
0,17,1,24,7,15,1,4,18,2,0,46,56,300000,1
0,17,1,17,7,21,1,3,0,8,0,14,52,199999,1
0,20,1,22,7,21,1,7,18,7,0,44,52,300000,0
0,67,0,11,36,4,1,2,18,5,0,37,51,90000,0
0,23,0,13,7,21,1,1,18,5,0,37,45,149999,1
1,67,0,3,7,4,1,8,0,7,0,14,32,30000,1
0,33,1,8,7,42,1,4,0,2,0,48,52,463379,1
0,23,1,18,7,28,1,7,0,5,0,27,57,300000,1
0,27,1,20,7,42,1,10,20,2,0,14,53,327885,0
0,23,0,2,7,42,1,5,0,2,0,14,43,199999,0
0,17,1,3,7,43,1,9,20,5,0,9,43,391785,1
0,17,0,21,7,43,1,12,0,4,0,14,76,50434,0
1,55,0,1,7,43,1,6,20,7,0,9,48,121342,1
1,22,0,8,7,32,0,11,0,3,0,14,72,12624,1
0,27,0,13,30,22,1,4,18,4,0,37,47,46342,1
0,17,0,23,7,22,1,9,9,4,0,14,71,39999,1
0,17,0,4,7,32,0,8,0,5,0,14,53,89999,1
1,27,1,17,7,40,1,1,18,3,0,37,47,20000,1
0,55,0,22,7,40,1,7,18,5,0,46,57,400000,1
0,4,0,16,7,21,1,4,18,8,0,27,43,150000,1
1,17,0,3,7,21,1,8,0,8,0,9,75,39999,1
0,11,0,5,7,21,1,2,0,8,0,37,39,89999,1
1,27,0,28,30,1,1,6,20,7,0,46,62,23470,1
0,55,0,5,7,11,1,6,20,1,0,46,30,79999,1
0,17,0,2,7,11,1,7,0,1,0,9,37,89999,1
0,17,0,48,7,22,1,4,18,4,0,46,79,60000,1
1,35,0,6,7,29,1,9,2,4,0,14,80,52753,1
0,32,0,9,7,30,1,1,18,4,0,37,66,39999,1
0,27,0,16,7,30,1,7,20,4,0,14,69,30000,1
0,27,0,22,7,30,1,1,0,4,0,27,73,50000,1
0,17,0,12,7,9,2,6,18,4,0,29,73,69999,1
0,27,1,29,30,45,1,7,14,3,0,37,76,29999,1
0,23,0,10,7,17,1,7,20,4,0,10,63,300000,1
0,72,0,7,37,17,1,1,0,1,0,37,48,50000,0
0,23,0,24,7,37,1,3,0,5,25,44,67,175000,0
0,27,0,1,30,45,1,6,0,0,0,9,38,29999,1
0,27,0,18,7,45,1,1,18,5,0,37,36,89999,0
0,27,0,9,30,45,1,2,18,0,0,37,59,30000,1
0,29,1,36,7,40,1,2,18,5,0,37,79,20546,0
1,27,0,1,30,30,1,6,7,1,0,44,47,69999,1
1,27,0,7,30,30,1,6,20,1,0,46,20,11395,1
1,27,0,4,30,17,1,6,20,0,0,46,18,10605,1
1,68,0,1,7,9,2,2,18,8,0,27,27,249999,0
1,17,0,2,7,29,1,8,2,4,0,14,46,80000,1
0,27,0,45,30,35,1,4,20,5,0,9,78,124999,1
0,27,0,22,30,30,1,1,18,1,0,37,58,28130,1
0,48,0,22,7,28,1,11,20,8,0,44,58,199999,0
1,4,0,2,7,35,1,9,0,4,0,14,62,50000,0
1,27,0,1,7,13,1,4,0,5,0,46,38,114532,1
1,72,0,3,37,29,1,12,0,4,0,26,76,26320,1
