Home Ownership,Ethnicity,dummy for Children,Year Of Residence,Language,City,County,weekly fee,Deliveryperiod,Nielsen Prizm,reward program,Source Channel,is_churned,Age,Income
OWNER,English,0,12,English,WHITTIER,LOS ANGELES,$0.01 - $0.50,Thu-Sun,FM,0,Partner,1,37,100000
OWNER,Irish,0,24,English,STANTON,ORANGE,$0 - $0.01,SunOnly,YM,0,Partner,1,46,49999
OWNER,German,0,37,English,ANAHEIM,ORANGE,$0.51 - $0.99,Thu-Sun,MM,0,Crew,1,72,19999
OWNER,Hispanic,0,50,English,GARDEN GROVE,ORANGE,$0.01 - $0.50,SunOnly,FM,0,Partner,1,77,20000
OWNER,Swedish,1,23,English,BREA,ORANGE,$10.00 - $10.99,7Day,YW,0,TeleIn,0,57,399999
OWNER,English,0,23,English,BREA,ORANGE,$0.01 - $0.50,SunOnly,MM,0,Partner,1,67,125000
OWNER,Filipino (Philippine),0,54,English,GARDEN GROVE,ORANGE,$5.00 - $5.99,Sun-Fri,YM,0,CustCall,1,78,63885
OWNER,Polish,0,31,English,SANTA ANA,ORANGE,$3.00 - $3.99,Thu-Sun,MW,0,System,1,69,750000
OWNER,Hispanic,0,38,English,STANTON,ORANGE,$7.00 - $7.99,7Day,FE,0,Crew,1,78,10000
OWNER,Italian,0,31,English,GARDEN GROVE,ORANGE,$0.01 - $0.50,SunOnly,MW,0,Partner,1,77,150000
OWNER,Vietnamese,0,10,English,GARDEN GROVE,ORANGE,$1.00 - $1.99,SunOnly,MW,0,TeleIn,1,67,30000
OWNER,Vietnamese,0,17,English,ANAHEIM,ORANGE,$0.01 - $0.50,Thu-Sun,FM,0,Partner,1,62,29999
RENTER,Hispanic,0,9,Spanish,GARDEN GROVE,ORANGE,$0 - $0.01,SunOnly,FE,0,Partner,1,51,10000
OWNER,Italian,0,1,English,GARDEN GROVE,ORANGE,$0.01 - $0.50,SunOnly,FM,0,Partner,0,41,30671
OWNER,English,1,19,English,ANAHEIM,ORANGE,$0.51 - $0.99,SoooTFS,FW,0,TeleIn,1,58,708124
RENTER,Hispanic,0,8,English,ANAHEIM,ORANGE,$0 - $0.01,7Day,FM,0,Partner,1,57,20000
RENTER,Hispanic,0,1,Spanish,ANAHEIM,ORANGE,$1.00 - $1.99,SunOnly,FE,0,TeleOut,1,26,19999
RENTER,English,0,8,English,GARDEN GROVE,ORANGE,$3.00 - $3.99,Thu-Sun,FE,0,Crew1,0,57,15583
OWNER,Hispanic,0,10,English,STANTON,ORANGE,$0.01 - $0.50,Thu-Sun,FM,0,CircAdm,1,67,149999
OWNER,Scottish (Scotch),0,21,English,LOS ALAMITOS,ORANGE,$2.00 - $2.99,SatSun,FM,0,CustCall,1,57,100000
OWNER,Hispanic,0,30,English,STANTON,ORANGE,$2.00 - $2.99,Thu-SunT,FE,0,TeleIn,1,45,29999
RENTER,Greek,1,6,English,ANAHEIM,ORANGE,$0 - $0.01,SunOnly,FE,0,Partner,1,48,44160
OWNER,Irish,0,24,English,ANAHEIM,ORANGE,$2.00 - $2.99,Thu-Sun,FE,0,TeleIn,1,46,10000
OWNER,unknown,1,4,Unknown,SANTA ANA,ORANGE,$0 - $0.01,SunOnly,MW,0,Partner,1,52,174999
OWNER,Hispanic,0,11,Spanish,STANTON,ORANGE,$2.00 - $2.99,Thu-Sun,FE,0,Crew,1,37,30000
RENTER,Hispanic,0,8,Spanish,GARDEN GROVE,ORANGE,$0.01 - $0.50,SunOnly,FE,0,Crew,0,52,12748
RENTER,Chinese,0,1,English,GARDEN GROVE,ORANGE,$0.01 - $0.50,SunOnly,FM,0,Partner,1,27,39999
OWNER,German,1,20,English,CORONA,RIVERSIDE,$0.01 - $0.50,SunOnly,FW,0,Partner,1,48,141956
OWNER,Hispanic,0,18,Spanish,GARDEN GROVE,ORANGE,$0.01 - $0.50,SunOnly,FM,0,Partner,1,64,49449
RENTER,unknown,0,1,Unknown,ANAHEIM,ORANGE,$4.00 - $4.99,7Day,FM,0,CustCall,1,32,49999
OWNER,"Khmer (Kampuchean, Cambodian)",0,6,English,GARDEN GROVE,ORANGE,$1.00 - $1.99,7Day,FM,0,Crew,1,41,50000
RENTER,English,0,7,English,STANTON,ORANGE,$0 - $0.01,7Day,FM,0,Partner,1,41,39999
OWNER,English,0,42,English,FOUNTAIN VALLEY,ORANGE,$2.00 - $2.99,7Day,MW,0,DirectMl,0,73,199999
OWNER,French,0,34,English,SAN CLEMENTE,ORANGE,$2.00 - $2.99,SoooTFS,YW,0,SCinsert,1,78,59999
RENTER,English,0,1,English,FOOTHILL RANCH,ORANGE,$0.01 - $0.50,SunOnly,YW,0,Partner,1,28,79999
OWNER,Portuguese,0,2,English,ANAHEIM,ORANGE,$3.00 - $3.99,Thu-Sun,FW,0,Kiosk2,1,36,88064
OWNER,English,0,1,English,LA HABRA,ORANGE,$1.00 - $1.99,SunOnly,YM,0,Partner,1,51,19999
OWNER,English,0,2,English,COSTA MESA,ORANGE,$0 - $0.01,SunOnly,FM,0,Partner,1,42,124999
OWNER,Italian,0,22,English,ANAHEIM,ORANGE,$5.00 - $5.99,7Day,FW,0,TeleIn,1,66,317078
OWNER,Chinese,1,4,English,TUSTIN,ORANGE,$0.01 - $0.50,SunOnly,YW,0,Partner,1,52,408983
OWNER,Vietnamese,0,18,Vietnamese,GARDEN GROVE,ORANGE,$3.00 - $3.99,Thu-Sun,FM,0,Crew1,0,66,22527
OWNER,Hispanic,0,1,English,WHITTIER,LOS ANGELES,$0 - $0.01,SunOnly,FM,0,Partner,1,51,70000
OWNER,Hispanic,0,4,English,LA HABRA,ORANGE,$9.00 - $9.99,7Day,FM,0,TeleIn,1,66,49999
OWNER,Hispanic,0,19,Spanish,COSTA MESA,ORANGE,$3.00 - $3.99,Thu-Sun,MW,0,DirectMl,1,63,90000
OWNER,Scottish (Scotch),0,6,English,GARDEN GROVE,ORANGE,$1.00 - $1.99,Thu-Sun,MM,0,Crew,1,77,18913
OWNER,Vietnamese,0,4,Vietnamese,GARDEN GROVE,ORANGE,$1.00 - $1.99,Soooooo,FM,0,Crew,1,35,69320
OWNER,unknown,0,3,Unknown,TUSTIN,ORANGE,$2.00 - $2.99,7Day,MM,0,SCinsert,1,37,19999
OWNER,English,0,38,English,FOUNTAIN VALLEY,ORANGE,$6.00 - $6.99,7Day,MW,0,VRU,0,73,150000
OWNER,Hispanic,0,6,English,ANAHEIM,ORANGE,$7.00 - $7.99,7Day,FM,3,InPaper,1,47,30730
OWNER,Italian,0,23,English,GARDEN GROVE,ORANGE,$3.00 - $3.99,SunOnly,FM,0,TeleIn,1,65,28026
OWNER,Hispanic,0,38,English,STANTON,ORANGE,$0 - $0.01,SunOnly,FM,0,Partner,1,58,29999
OWNER,Vietnamese,0,25,English,GARDEN GROVE,ORANGE,$0.01 - $0.50,Thu-Sun,FM,0,Partner,0,48,69999
RENTER,Italian,0,10,English,TUSTIN,ORANGE,$4.00 - $4.99,7Day,YM,0,Crew,1,58,19999
OWNER,Vietnamese,1,14,English,GARDEN GROVE,ORANGE,$0 - $0.01,SunOnly,FM,0,Partner,0,33,30000
OWNER,Irish,1,7,English,WHITTIER,LOS ANGELES,$0.01 - $0.50,7Day,FE,28,Internet,0,47,124999
OWNER,Vietnamese,1,17,English,COSTA MESA,ORANGE,$0 - $0.01,SunOnly,YM,0,Partner,1,47,100000
OWNER,Lithuanian,0,2,English,TUSTIN,ORANGE,$1.00 - $1.99,SunOnlyT,FM,0,TeleOut,1,52,164232
OWNER,Hispanic,0,24,Spanish,FOUNTAIN VALLEY,ORANGE,$3.00 - $3.99,7Day,MM,0,CustCall,1,68,174999
OWNER,Russian,0,28,English,SANTA ANA,ORANGE,$1.00 - $1.99,7Day,YW,0,Kiosk,1,62,200000
RENTER,English,0,6,English,LOS ALAMITOS,ORANGE,$2.00 - $2.99,Thu-Sun,YM,0,TeleIn,1,53,49999
OWNER,English,0,23,English,GARDEN GROVE,ORANGE,$0 - $0.01,SunOnly,FM,0,Partner,1,67,100000
OWNER,English,1,23,English,SANTA ANA,ORANGE,$0 - $0.01,7Day,MW,0,CircAdm,1,46,400000
OWNER,Irish,0,38,English,FOUNTAIN VALLEY,ORANGE,$2.00 - $2.99,7Day,MM,2,TeleIn,1,78,10000
RENTER,English,0,3,English,LOS ALAMITOS,ORANGE,$2.00 - $2.99,7Day,YM,0,TeleIn,1,20,30000
OWNER,Jewish,0,38,English,LAGUNA BEACH,ORANGE,$4.00 - $4.99,7Day,MM,0,CustCall,1,76,149999
OWNER,Irish,0,13,English,ANAHEIM,ORANGE,$2.00 - $2.99,7Day,FW,0,CustCall,1,56,400000
OWNER,Scottish (Scotch),0,5,English,COSTA MESA,ORANGE,$1.00 - $1.99,SoooTFS,MW,0,Crew,1,53,99999
OWNER,Vietnamese,1,28,English,GARDEN GROVE,ORANGE,$1.00 - $1.99,7Day,MM,0,Partner,1,53,300000
OWNER,Austrian,0,18,English,TUSTIN,ORANGE,$3.00 - $3.99,7Day,MW,37,Internet,0,52,499999
OWNER,Hispanic,0,9,Spanish,WHITTIER,LOS ANGELES,$0 - $0.01,SunOnly,MW,0,Partner,1,62,124999
OWNER,Hispanic,1,2,English,ANAHEIM,ORANGE,$0.01 - $0.50,SunOnly,YW,0,Partner,0,64,199999
OWNER,English,0,33,English,IRVINE,ORANGE,$9.00 - $9.99,7Day,MW,0,VRU,1,76,105725
RENTER,Hispanic,0,1,English,RANCHO SANTA MARGARITA,ORANGE,$2.00 - $2.99,SatSun,FW,0,DirectMl,1,52,125000
OWNER,Hispanic,0,26,English,MISSION VIEJO,ORANGE,$0.01 - $0.50,SunOnly,MW,0,TeleIn,1,52,399999
OWNER,English,1,4,English,TRABUCO CANYON,ORANGE,$3.00 - $3.99,7Day,YW,0,CustCall,1,51,302153
OWNER,Italian,0,22,English,IRVINE,ORANGE,$3.00 - $3.99,Thu-Sun,MW,0,DirectMl,1,52,100000
OWNER,Scottish (Scotch),0,33,English,IRVINE,ORANGE,$0.51 - $0.99,Thu-Sun,MW,0,System,1,63,150208
OWNER,English,1,17,English,TRABUCO CANYON,ORANGE,$4.00 - $4.99,SoooTFS,FW,0,Internet,1,54,677736
OWNER,Dutch,0,13,English,LADERA RANCH,ORANGE,$4.00 - $4.99,7Day,FW,0,Internet,0,68,204090
OWNER,German,1,24,English,RANCHO SANTA MARGARITA,ORANGE,$3.00 - $3.99,Thu-Sun,FM,0,Kiosk2,0,47,199999
OWNER,English,0,20,English,RANCHO SANTA MARGARITA,ORANGE,$0.51 - $0.99,SunOnly,FW,0,CircAdm,1,56,124999
OWNER,German,0,7,English,RANCHO SANTA MARGARITA,ORANGE,$0.51 - $0.99,Thu-Sun,YW,0,Internet,1,32,149999
OWNER,Irish,0,16,English,LAGUNA NIGUEL,ORANGE,$3.00 - $3.99,SunOnly,MW,0,Kiosk,1,46,50000
OWNER,unknown,0,37,Unknown,IRVINE,ORANGE,$0.01 - $0.50,SunOnly,MW,0,CustCall,0,79,249999
OWNER,Scottish (Scotch),1,12,English,LADERA RANCH,ORANGE,$2.00 - $2.99,Fri-Sun,FW,0,DirectMl,1,47,174999
OWNER,Chinese,0,1,Chinese,ALISO VIEJO,ORANGE,$0 - $0.01,SunOnly,MW,0,Partner,1,57,175000
OWNER,Jewish,1,2,English,LADERA RANCH,ORANGE,$0.01 - $0.50,SunOnly,FW,0,Partner,1,56,399999
OWNER,English,1,16,English,LADERA RANCH,ORANGE,$0.01 - $0.50,7Day,FW,0,Partner,1,38,199999
OWNER,English,0,13,English,TRABUCO CANYON,ORANGE,$0 - $0.01,SunOnly,FW,0,Partner,1,52,750000
OWNER,English,0,17,English,IRVINE,ORANGE,$1.00 - $1.99,7Day,MW,0,SCinsert,1,41,199999
OWNER,English,0,1,English,ALISO VIEJO,ORANGE,$1.00 - $1.99,Thu-Sun,FW,0,Internet,0,47,141118
OWNER,Dutch,0,10,English,IRVINE,ORANGE,$3.00 - $3.99,Thu-Sun,MW,2,Internet,0,58,174999
OWNER,Hispanic,1,16,Spanish,RANCHO SANTA MARGARITA,ORANGE,$2.00 - $2.99,SoooTFS,FM,0,System,1,47,174999
OWNER,English,1,4,English,TRABUCO CANYON,ORANGE,$7.00 - $7.99,7Day,FW,0,CustCall,1,52,750000
RENTER,Irish,0,5,English,ALISO VIEJO,ORANGE,$0 - $0.01,SunOnly,YM,0,Partner,1,42,149999
OWNER,Jewish,0,29,English,LAGUNA NIGUEL,ORANGE,$2.00 - $2.99,7Day,MW,122,TeleIn,0,79,508667
OWNER,unknown,0,12,Unknown,RANCHO SANTA MARGARITA,ORANGE,$1.00 - $1.99,7Day,MW,0,System,1,50,99999
OWNER,Hispanic,0,12,Spanish,ALISO VIEJO,ORANGE,$1.00 - $1.99,SunOnly,MW,0,Partner,1,54,124999
OWNER,Japanese,1,8,Japanese,ALISO VIEJO,ORANGE,$1.00 - $1.99,SunOnly,MW,0,Partner,1,57,300000
RENTER,English,0,3,English,IRVINE,ORANGE,$0 - $0.01,SunOnly,MW,0,Partner,1,20,124025
OWNER,Jewish,0,1,English,RANCHO SANTA MARGARITA,ORANGE,$2.00 - $2.99,SunOnly,MM,0,Kiosk,1,22,39999
OWNER,English,1,16,English,LADERA RANCH,ORANGE,$1.00 - $1.99,7Day,FM,0,Internet,1,68,399999
OWNER,French,0,3,English,LADERA RANCH,ORANGE,$0.51 - $0.99,7Day,FW,0,TeleIn,1,42,200000
OWNER,Chinese,0,2,Chinese,IRVINE,ORANGE,$1.00 - $1.99,SunOnly,MW,0,Kiosk,1,33,300000
OWNER,Hispanic,0,11,English,LAGUNA NIGUEL,ORANGE,$4.00 - $4.99,7Day,YW,0,Internet,1,52,125000
OWNER,Jewish,1,13,English,ALISO VIEJO,ORANGE,$2.00 - $2.99,Thu-Sun,FW,0,Crew,1,36,149999
OWNER,unknown,0,7,Unknown,LADERA RANCH,ORANGE,$1.00 - $1.99,SunOnly,FW,0,TeleOut,1,38,399999
OWNER,German,0,20,English,NEWPORT COAST,ORANGE,$2.00 - $2.99,7Day,MW,1,VRU,0,80,399999
OWNER,Jewish,0,7,English,LADERA RANCH,ORANGE,$2.00 - $2.99,Fri-Sun,FW,0,CustCall,1,34,200000
OWNER,German,1,2,English,TRABUCO CANYON,ORANGE,$0.01 - $0.50,Thu-Sun,FW,0,CustCall,0,56,750000
OWNER,Scottish (Scotch),0,10,English,NEWPORT COAST,ORANGE,$9.00 - $9.99,7DayOL,MW,0,Internet,1,57,125000
OWNER,unknown,1,2,Unknown,RANCHO SANTA MARGARITA,ORANGE,$0 - $0.01,SunOnly,FW,0,Partner,1,44,199999
OWNER,Indian,0,2,Hindi,LADERA RANCH,ORANGE,$4.00 - $4.99,7Day,FW,0,CustCall,1,37,399999
OWNER,Hispanic,0,16,English,TRABUCO CANYON,ORANGE,$2.00 - $2.99,Soooooo,YW,0,TeleIn,1,63,200000
OWNER,French,1,3,English,RANCHO SANTA MARGARITA,ORANGE,$4.00 - $4.99,7Day,YW,0,TeleIn,1,47,100000
OWNER,English,0,6,English,RANCHO SANTA MARGARITA,ORANGE,$2.00 - $2.99,SatSun,FW,0,DirectMl,1,48,249999
OWNER,unknown,0,23,Unknown,IRVINE,ORANGE,$0.01 - $0.50,SunOnly,MM,0,Partner,1,69,174999
RENTER,Russian,0,2,English,IRVINE,ORANGE,$1.00 - $1.99,7Day,YM,0,Crew,1,27,51888
OWNER,Scottish (Scotch),0,18,English,IRVINE,ORANGE,$9.00 - $9.99,7Day,MW,1,TeleIn,1,68,95673
OWNER,unknown,0,3,Unknown,SAN CLEMENTE,ORANGE,$1.00 - $1.99,Thu-Sun,YM,0,Crew,1,25,59999
RENTER,French,1,2,English,SAN CLEMENTE,ORANGE,$4.00 - $4.99,7Day,YW,0,Crew,1,42,124999
RENTER,Swedish,0,4,English,SAN CLEMENTE,ORANGE,$8.00 - $8.99,7Day,YM,0,TeleIn,1,37,79999
OWNER,English,0,5,English,LADERA RANCH,ORANGE,$5.00 - $5.99,7Day,MM,11,CustCall,0,79,30000
OWNER,Chinese,0,6,English,IRVINE,ORANGE,$1.00 - $1.99,SunOnly,FM,0,Partner,1,78,30000
RENTER,Irish,0,13,English,FULLERTON,ORANGE,$4.00 - $4.99,7Day,YM,0,TeleOut,1,32,10378
RENTER,African (other),0,3,English,FULLERTON,ORANGE,$2.00 - $2.99,Thu-Sun,YM,0,Crew,1,18,17516
OWNER,unknown,1,11,Unknown,IRVINE,ORANGE,$1.00 - $1.99,SunOnly,YM,0,Kiosk,1,52,199999
OWNER,Japanese,1,42,English,LA HABRA,ORANGE,$1.00 - $1.99,SunOnly,FM,0,OutMedia,1,75,59999
OWNER,English,1,19,English,SAN CLEMENTE,ORANGE,$2.00 - $2.99,Soooooo,FW,0,TeleIn,1,47,300000
OWNER,Scottish (Scotch),0,12,English,LA HABRA,ORANGE,$0 - $0.01,Thu-Sun,MW,0,CircAdm,1,37,100000
RENTER,English,1,21,English,SAN CLEMENTE,ORANGE,$2.00 - $2.99,Thu-Sun,YE,0,Crew,1,51,26423
RENTER,Scottish (Scotch),0,3,English,SAN CLEMENTE,ORANGE,$8.00 - $8.99,7Day,YM,0,Crew,1,38,29999
RENTER,German,0,7,English,SAN CLEMENTE,ORANGE,$4.00 - $4.99,7Day,YM,0,TeleOut,1,29,29999
OWNER,German,0,8,English,ORANGE,ORANGE,$0 - $0.01,SunOnly,MW,0,Partner,1,45,93888
RENTER,Hispanic,0,2,Spanish,SANTA ANA,ORANGE,$2.00 - $2.99,Thu-Sun,FE,0,Crew,1,57,30000
OWNER,German,0,44,English,BREA,ORANGE,$0.51 - $0.99,7Day,MM,0,Crew,1,77,59999
OWNER,Welsh,1,9,English,LA HABRA,ORANGE,$1.00 - $1.99,7Day,YM,0,Crew,1,38,107441
OWNER,English,0,23,English,BREA,ORANGE,$2.00 - $2.99,7Day,MM,0,Internt4,0,63,140611
OWNER,English,0,18,English,ANAHEIM,ORANGE,$0.51 - $0.99,SunOnly,YW,0,DirectMl,1,76,90000
RENTER,unknown,0,1,Unknown,CERRITOS,LOS ANGELES,$0.01 - $0.50,SunOnly,ME,0,PARTNER,0,78,20594
OWNER,Irish,0,12,English,TUSTIN,ORANGE,$0 - $0.01,SunOnly,FM,0,Partner,1,67,400000
OWNER,Scottish (Scotch),0,5,English,HUNTINGTON BEACH,ORANGE,$1.00 - $1.99,7DayOL,MM,0,Internet,1,43,125000
OWNER,Hispanic,0,24,English,BREA,ORANGE,$4.00 - $4.99,7Day,MM,0,Kiosk,1,80,90000
RENTER,Hispanic,0,1,English,LONG BEACH,LOS ANGELES,$0.01 - $0.50,Thu-Sun,ME,0,Crew,1,23,13677
OWNER,Welsh,0,4,English,BREA,ORANGE,$0 - $0.01,SunOnly,MW,0,Partner,1,33,79999
OWNER,English,0,1,English,LAGUNA BEACH,ORANGE,$9.00 - $9.99,7Day,MW,0,CustCall,1,43,60000
OWNER,Vietnamese,0,7,English,SANTA ANA,ORANGE,$0 - $0.01,7Day,MW,0,Partner,0,43,92962
OWNER,Italian,0,20,English,TUSTIN,ORANGE,$10.00 - $10.99,7Day,MW,0,VRU,0,78,199999
OWNER,Hispanic,0,15,Spanish,SANTA ANA,ORANGE,$2.00 - $2.99,7Day,ME,0,TeleIn,1,57,21000
RENTER,Hispanic,1,7,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,SunOnly,YM,0,Internet,0,37,89999
OWNER,Hispanic,1,11,Spanish,TUSTIN,ORANGE,$2.00 - $2.99,SatSun,MW,0,Crew,1,60,190374
OWNER,unknown,1,15,Unknown,LOS ALAMITOS,ORANGE,$0 - $0.01,SunOnly,MM,0,Partner,0,53,80963
OWNER,Hispanic,1,2,English,WHITTIER,LOS ANGELES,$1.00 - $1.99,SunOnly,MW,0,TeleIn,1,48,124999
OWNER,unknown,0,1,Unknown,WHITTIER,LOS ANGELES,$2.00 - $2.99,SatSun,MM,0,CustCall,1,42,50000
OWNER,Hispanic,0,6,Spanish,SANTA ANA,ORANGE,$1.00 - $1.99,SunOnly,FM,0,Crew,1,28,29999
OWNER,Hispanic,0,6,Spanish,SANTA ANA,ORANGE,$1.00 - $1.99,7Day,FM,0,Crew,1,26,22106
OWNER,Hispanic,1,16,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,7Day,YM,0,Internet,0,44,50000
OWNER,Japanese,1,18,Japanese,DIAMOND BAR,LOS ANGELES,$0.01 - $0.50,SunOnly,MW,0,Partner,1,47,300000
OWNER,Czech,0,33,Czech,CERRITOS,LOS ANGELES,$1.00 - $1.99,SoooTFS,MW,0,DirectMl,1,61,180834
RENTER,Hispanic,0,3,English,STANTON,ORANGE,$0.01 - $0.50,SunOnly,FM,0,Partner,0,37,69999
RENTER,Hispanic,0,1,Spanish,STANTON,ORANGE,$4.00 - $4.99,7Day,FM,0,Crew,1,29,40000
OWNER,Hispanic,0,17,English,WHITTIER,LOS ANGELES,$0.01 - $0.50,SunOnly,MW,0,Partner,1,53,89999
OWNER,Hispanic,0,29,Spanish,SANTA ANA,ORANGE,$1.00 - $1.99,7Day,MW,0,CustCall,0,77,42509
OWNER,Danish,0,27,English,ANAHEIM,ORANGE,$1.00 - $1.99,Thu-Sun,MM,0,CustCall,1,60,80000
OWNER,Italian,0,2,English,WHITTIER,LOS ANGELES,$0 - $0.01,7Day,MM,0,Partner,1,27,70000
RENTER,Vietnamese,0,3,English,GARDEN GROVE,ORANGE,$3.00 - $3.99,Thu-Sun,ME,0,Crew4,0,50,38101
OWNER,Hispanic,0,3,English,STANTON,ORANGE,$0.51 - $0.99,7Day,FM,0,CustCall,1,32,45984
OWNER,Arab,0,2,Arabic,FOUNTAIN VALLEY,ORANGE,$1.00 - $1.99,Thu-Sun,MM,0,TeleIn,1,46,90000
OWNER,Scottish (Scotch),0,4,English,GARDEN GROVE,ORANGE,$0.51 - $0.99,SunOnly,MW,0,DirectMl,1,34,40000
RENTER,Hispanic,0,1,Spanish,ANAHEIM,ORANGE,$0.01 - $0.50,SunOnly,FE,0,Crew1,0,21,19999
OWNER,Welsh,0,44,English,FULLERTON,ORANGE,$3.00 - $3.99,7Day,FM,0,TeleIn,1,72,14555
OWNER,Hispanic,0,8,Spanish,STANTON,ORANGE,$0 - $0.01,SunOnly,FM,0,Partner,1,48,13987
OWNER,English,0,26,English,LOS ALAMITOS,ORANGE,$2.00 - $2.99,SatSun,YM,0,Crew,1,76,59999
RENTER,Hispanic,0,11,Spanish,GARDEN GROVE,ORANGE,$0.01 - $0.50,SunOnly,FE,0,Partner,1,37,22679
OWNER,Dutch,0,16,English,CORONA,RIVERSIDE,$0 - $0.01,SunOnly,FM,0,Partner,1,62,249999
OWNER,Hispanic,0,32,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,SunOnly,YM,0,Partner,1,62,17730
OWNER,German,0,24,English,FULLERTON,ORANGE,$0 - $0.01,SunOnly,FM,0,Partner,1,57,80000
RENTER,Irish,0,4,English,IRVINE,ORANGE,$0 - $0.01,SunOnly,YW,0,Partner,1,38,100000
OWNER,Hispanic,0,26,English,SANTA ANA,ORANGE,$0.01 - $0.50,Thu-Sun,FM,0,TeleIn,1,56,69999
RENTER,Hispanic,0,13,English,SANTA ANA,ORANGE,$0 - $0.01,SunOnly,FE,0,Partner,1,47,70000
OWNER,Hispanic,1,11,Spanish,SANTA ANA,ORANGE,$0 - $0.01,SunOnly,FM,0,Partner,1,36,19722
OWNER,Scottish (Scotch),0,38,English,CORONA DEL MAR,ORANGE,$4.00 - $4.99,7Day,MW,0,CustCall,1,78,149999
OWNER,Irish,1,5,English,PLACENTIA,ORANGE,$10.00 - $10.99,7Day,MW,50,DirectMl,0,62,364884
RENTER,Welsh,0,7,English,COSTA MESA,ORANGE,$3.00 - $3.99,Thu-Sun,YM,0,Crew1,1,37,70000
RENTER,Hispanic,0,1,Spanish,ANAHEIM,ORANGE,$1.00 - $1.99,7Day,FE,0,CircAdm,1,70,14992
RENTER,Hispanic,0,1,English,FULLERTON,ORANGE,$0 - $0.01,SunOnly,FE,0,Partner,1,37,14526
OWNER,Indian,0,6,English,FULLERTON,ORANGE,$1.00 - $1.99,SunOnly,FW,0,Internet,1,37,174999
RENTER,Hispanic,0,7,Spanish,ANAHEIM,ORANGE,$3.00 - $3.99,Thu-Sun,ME,0,Crew1,0,57,16482
OWNER,Irish,0,1,English,FOUNTAIN VALLEY,ORANGE,$4.00 - $4.99,7Day,FM,0,CustCall,1,44,90000
OWNER,Vietnamese,0,1,Vietnamese,FOUNTAIN VALLEY,ORANGE,$4.00 - $4.99,7Day,MW,0,DirectMl,1,37,174999
OWNER,Hispanic,1,2,English,STANTON,ORANGE,$0.51 - $0.99,Soooooo,FM,0,TeleIn,1,68,39999
OWNER,Irish,0,4,English,PLACENTIA,ORANGE,$0.01 - $0.50,SunOnly,YW,0,Internet,0,52,175000
OWNER,Romanian,0,22,Romanian,ANAHEIM,ORANGE,$1.00 - $1.99,SunOnly,MW,0,Partner,1,51,59999
OWNER,unknown,0,4,Unknown,SAN CLEMENTE,ORANGE,$0.51 - $0.99,7Day,YW,0,CustCall,1,38,149999
OWNER,Vietnamese,0,4,English,ANAHEIM,ORANGE,$4.00 - $4.99,7Day,FM,0,CustCall,1,33,79999
OWNER,Austrian,0,22,English,SANTA ANA,ORANGE,$0.01 - $0.50,SunOnly,MW,0,Partner,1,77,31389
OWNER,English,0,37,English,GARDEN GROVE,ORANGE,$3.00 - $3.99,SoooTFS,MW,1,TeleIn,1,72,149999
OWNER,Scottish (Scotch),0,3,English,HUNTINGTON BEACH,ORANGE,$0 - $0.01,SunOnly,FM,0,Partner,1,53,79999
OWNER,English,1,34,English,BREA,ORANGE,$8.00 - $8.99,Thu-Sun,MW,0,Crew,0,71,70000
OWNER,Danish,0,18,English,NEWPORT BEACH,ORANGE,$2.00 - $2.99,Thu-Sun,MM,0,DirectMl,1,50,69999
OWNER,Hispanic,0,21,English,SANTA ANA,ORANGE,$0.01 - $0.50,7Day,MM,0,Crew,1,56,40000
OWNER,Vietnamese,0,5,English,ANAHEIM,ORANGE,$5.00 - $5.99,7Day,FM,0,RetenIn,1,52,27167
OWNER,unknown,0,15,Unknown,STANTON,ORANGE,$1.00 - $1.99,SunOnly,FM,0,Internet,1,68,29999
RENTER,Scottish (Scotch),0,4,English,FOUNTAIN VALLEY,ORANGE,$7.00 - $7.99,7Day,FM,0,CustCall,1,67,40000
OWNER,Vietnamese,0,1,Vietnamese,FOUNTAIN VALLEY,ORANGE,$0 - $0.01,SunOnly,MW,0,Partner,1,48,135291
RENTER,English,0,13,English,SEAL BEACH,ORANGE,$2.00 - $2.99,7Day,YM,0,CustCall,0,56,30000
OWNER,African (other),0,14,English,NEWPORT BEACH,ORANGE,$1.00 - $1.99,7Day,MW,0,TeleIn,1,70,100000
OWNER,Swedish,0,38,English,ANAHEIM,ORANGE,$3.00 - $3.99,SunOnly,YM,0,CustCall,0,73,101046
OWNER,German,0,38,English,ANAHEIM,ORANGE,$0.01 - $0.50,SunOnly,MW,0,Internet,1,73,399999
RENTER,English,1,3,English,PLACENTIA,ORANGE,$5.00 - $5.99,7Day,YM,0,Kiosk,1,42,124999
OWNER,German,1,5,English,SAN CLEMENTE,ORANGE,$4.00 - $4.99,7Day,MM,5,Internet,1,63,79999
RENTER,German,0,2,English,ANAHEIM,ORANGE,$2.00 - $2.99,SunOnly,FE,0,Crew,1,27,40000
OWNER,Hispanic,0,22,Spanish,SANTA ANA,ORANGE,$0.01 - $0.50,SunOnly,MW,0,Crew1,0,42,15218
OWNER,English,0,24,English,SANTA ANA,ORANGE,$2.00 - $2.99,Thu-Sun,YM,0,Crew,1,52,89999
